epoc (ms),timestamp (+0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638241901622,2021-11-30T10.11.41.622,56.280,13.049,-0.244,-118.293
1638241901632,2021-11-30T10.11.41.632,56.290,50.610,-8.902,-110.122
1638241901642,2021-11-30T10.11.41.642,56.300,46.829,-9.573,-68.902
1638241901652,2021-11-30T10.11.41.652,56.310,35.305,-5.854,9.146
1638241901662,2021-11-30T10.11.41.662,56.320,17.378,-11.768,63.841
1638241901672,2021-11-30T10.11.41.672,56.330,-2.195,-18.659,89.939
1638241901682,2021-11-30T10.11.41.682,56.340,-20.305,-12.073,117.988
1638241901692,2021-11-30T10.11.41.692,56.350,-23.049,-7.622,145.976
1638241901702,2021-11-30T10.11.41.702,56.360,-24.329,-6.890,170.488
1638241901712,2021-11-30T10.11.41.712,56.370,-28.598,-4.878,193.171
1638241901722,2021-11-30T10.11.41.722,56.380,-30.854,-4.146,219.085
1638241901732,2021-11-30T10.11.41.732,56.390,-35.305,-4.207,244.207
1638241901742,2021-11-30T10.11.41.742,56.400,-43.598,-4.512,264.573
1638241901752,2021-11-30T10.11.41.752,56.410,-44.146,-5.732,284.817
1638241901762,2021-11-30T10.11.41.762,56.420,-41.585,-4.756,304.634
1638241901772,2021-11-30T10.11.41.772,56.430,-48.598,-7.622,317.500
1638241901782,2021-11-30T10.11.41.782,56.440,-53.293,-5.610,331.098
1638241901792,2021-11-30T10.11.41.792,56.450,-46.524,-5.122,344.268
1638241901802,2021-11-30T10.11.41.802,56.460,-30.061,-7.988,356.280
1638241901812,2021-11-30T10.11.41.812,56.470,-8.963,-10.671,367.805
1638241901822,2021-11-30T10.11.41.822,56.480,8.841,-12.561,376.951
1638241901832,2021-11-30T10.11.41.832,56.490,23.537,-13.963,384.573
1638241901842,2021-11-30T10.11.41.842,56.500,32.256,-13.598,392.012
1638241901852,2021-11-30T10.11.41.852,56.510,27.378,-13.354,396.402
1638241901862,2021-11-30T10.11.41.862,56.520,8.110,-13.171,399.512
1638241901872,2021-11-30T10.11.41.872,56.530,-16.524,-12.866,399.756
1638241901882,2021-11-30T10.11.41.882,56.540,-45.854,-13.963,396.951
1638241901892,2021-11-30T10.11.41.892,56.550,-79.512,-15.244,393.049
1638241901902,2021-11-30T10.11.41.902,56.560,-105.244,-16.768,389.390
1638241901912,2021-11-30T10.11.41.912,56.570,-121.341,-19.207,379.634
1638241901922,2021-11-30T10.11.41.922,56.580,-126.890,-27.378,353.963
1638241901932,2021-11-30T10.11.41.932,56.590,-102.866,-38.598,312.012
1638241901942,2021-11-30T10.11.41.942,56.600,-76.951,-41.037,267.134
1638241901952,2021-11-30T10.11.41.952,56.610,-62.012,-32.561,221.098
1638241901962,2021-11-30T10.11.41.962,56.620,-32.561,-19.756,169.695
1638241901972,2021-11-30T10.11.41.972,56.630,8.049,-9.634,105.915
1638241901982,2021-11-30T10.11.41.982,56.640,34.695,-8.171,36.524
1638241901992,2021-11-30T10.11.41.992,56.650,34.695,-6.098,-28.598
1638241902002,2021-11-30T10.11.42.002,56.660,1.585,4.268,-96.463
1638241902012,2021-11-30T10.11.42.012,56.670,-60.122,8.598,-157.561
1638241902022,2021-11-30T10.11.42.022,56.680,-129.451,43.293,-203.293
1638241902032,2021-11-30T10.11.42.032,56.690,7.256,14.268,-115.122
1638241902042,2021-11-30T10.11.42.042,56.700,46.402,-2.256,-93.720
1638241902052,2021-11-30T10.11.42.052,56.710,-40.854,85.549,-211.585
1638241902062,2021-11-30T10.11.42.062,56.720,-18.415,114.268,-215.671
1638241902072,2021-11-30T10.11.42.072,56.730,47.683,77.744,-106.280
1638241902082,2021-11-30T10.11.42.082,56.740,71.037,31.951,-261.890
1638241902092,2021-11-30T10.11.42.092,56.750,-32.805,5.427,-220.915
1638241902102,2021-11-30T10.11.42.102,56.760,-129.451,65.061,-99.512
1638241902112,2021-11-30T10.11.42.112,56.770,-8.232,58.963,-125.854
1638241902122,2021-11-30T10.11.42.122,56.780,50.671,1.951,-96.585
1638241902132,2021-11-30T10.11.42.132,56.790,33.659,-2.317,-82.683
1638241902142,2021-11-30T10.11.42.142,56.800,52.805,16.646,-74.512
1638241902152,2021-11-30T10.11.42.152,56.810,64.817,25.122,-60.610
1638241902162,2021-11-30T10.11.42.162,56.820,73.537,23.049,-49.634
1638241902172,2021-11-30T10.11.42.172,56.830,74.146,20.366,-38.720
1638241902182,2021-11-30T10.11.42.182,56.840,52.134,20.915,-29.146
1638241902192,2021-11-30T10.11.42.192,56.850,24.207,20.183,-27.500
1638241902202,2021-11-30T10.11.42.202,56.860,2.683,17.012,-30.366
1638241902212,2021-11-30T10.11.42.212,56.870,-6.402,13.293,-32.622
1638241902222,2021-11-30T10.11.42.222,56.880,-6.159,7.927,-32.866
1638241902232,2021-11-30T10.11.42.232,56.890,-4.695,1.646,-32.988
1638241902242,2021-11-30T10.11.42.242,56.900,-2.866,-3.110,-29.756
1638241902252,2021-11-30T10.11.42.252,56.910,3.537,-5.305,-23.110
1638241902262,2021-11-30T10.11.42.262,56.920,14.573,-5.976,-17.073
1638241902272,2021-11-30T10.11.42.272,56.930,29.146,-6.951,-15.061
1638241902282,2021-11-30T10.11.42.282,56.940,37.439,-9.024,-16.585
1638241902292,2021-11-30T10.11.42.292,56.950,37.073,-7.927,-20.366
1638241902302,2021-11-30T10.11.42.302,56.960,34.695,-5.183,-26.037
1638241902312,2021-11-30T10.11.42.312,56.970,33.171,-3.720,-32.378
1638241902322,2021-11-30T10.11.42.322,56.980,32.744,-2.805,-38.354
1638241902332,2021-11-30T10.11.42.332,56.990,34.268,-0.366,-43.415
1638241902342,2021-11-30T10.11.42.342,57.000,36.341,1.768,-48.293
1638241902352,2021-11-30T10.11.42.352,57.010,35.305,3.598,-52.988
1638241902362,2021-11-30T10.11.42.362,57.020,33.780,5.427,-57.622
1638241902372,2021-11-30T10.11.42.372,57.030,34.146,6.646,-62.378
1638241902382,2021-11-30T10.11.42.382,57.040,33.171,5.854,-68.232
1638241902392,2021-11-30T10.11.42.392,57.050,33.110,4.451,-71.524
1638241902402,2021-11-30T10.11.42.402,57.060,39.878,3.232,-73.415
1638241902412,2021-11-30T10.11.42.412,57.070,47.012,2.561,-77.439
1638241902422,2021-11-30T10.11.42.422,57.080,54.939,-0.305,-82.683
1638241902432,2021-11-30T10.11.42.432,57.090,58.354,-0.793,-92.073
1638241902442,2021-11-30T10.11.42.442,57.100,56.280,-1.402,-102.073
1638241902452,2021-11-30T10.11.42.452,57.110,51.402,-2.256,-111.402
1638241902462,2021-11-30T10.11.42.462,57.120,45.671,-6.159,-120.610
1638241902472,2021-11-30T10.11.42.472,57.130,31.951,-9.085,-133.476
1638241902482,2021-11-30T10.11.42.482,57.140,17.988,-11.159,-144.634
1638241902492,2021-11-30T10.11.42.492,57.150,7.073,-13.293,-155.366
1638241902502,2021-11-30T10.11.42.502,57.160,-1.402,-15.793,-162.500
1638241902512,2021-11-30T10.11.42.512,57.170,-1.951,-16.768,-167.988
1638241902522,2021-11-30T10.11.42.522,57.180,-0.366,-17.256,-175.183
1638241902532,2021-11-30T10.11.42.532,57.190,-0.061,-17.439,-183.110
1638241902542,2021-11-30T10.11.42.542,57.200,-2.195,-17.134,-193.720
1638241902552,2021-11-30T10.11.42.552,57.210,-3.598,-14.634,-203.293
1638241902562,2021-11-30T10.11.42.562,57.220,-0.122,-10.244,-212.927
1638241902572,2021-11-30T10.11.42.572,57.230,6.707,-5.732,-224.695
1638241902582,2021-11-30T10.11.42.582,57.240,15.122,-1.341,-237.195
1638241902592,2021-11-30T10.11.42.592,57.250,23.354,6.098,-248.232
1638241902602,2021-11-30T10.11.42.602,57.260,34.878,14.939,-263.780
1638241902612,2021-11-30T10.11.42.612,57.270,55.061,19.146,-275.915
1638241902622,2021-11-30T10.11.42.622,57.280,56.220,19.390,-279.695
1638241902632,2021-11-30T10.11.42.632,57.290,22.134,11.280,-286.159
1638241902642,2021-11-30T10.11.42.642,57.300,-2.805,-20.915,-276.951
1638241902652,2021-11-30T10.11.42.652,57.310,-53.232,-35.976,-256.707
1638241902662,2021-11-30T10.11.42.662,57.320,-68.232,-15.915,-249.268
1638241902672,2021-11-30T10.11.42.672,57.330,-51.890,8.720,-235.183
1638241902682,2021-11-30T10.11.42.682,57.340,-52.317,17.500,-198.415
1638241902692,2021-11-30T10.11.42.692,57.350,-61.098,22.988,-172.256
1638241902702,2021-11-30T10.11.42.702,57.360,-28.659,8.110,-123.902
1638241902712,2021-11-30T10.11.42.712,57.370,48.598,-21.159,-104.329
1638241902722,2021-11-30T10.11.42.722,57.380,63.963,-6.829,-83.415
1638241902732,2021-11-30T10.11.42.732,57.390,64.085,-19.512,-14.939
1638241902742,2021-11-30T10.11.42.742,57.400,63.293,-23.537,55.244
1638241902752,2021-11-30T10.11.42.752,57.410,49.878,-31.585,95.122
1638241902762,2021-11-30T10.11.42.762,57.420,29.146,-33.476,126.220
1638241902772,2021-11-30T10.11.42.772,57.430,11.646,-29.756,150.366
1638241902782,2021-11-30T10.11.42.782,57.440,15.488,-28.476,180.183
1638241902792,2021-11-30T10.11.42.792,57.450,15.244,-27.500,203.476
1638241902802,2021-11-30T10.11.42.802,57.460,10.488,-26.402,224.451
1638241902812,2021-11-30T10.11.42.812,57.470,7.195,-24.024,247.073
1638241902822,2021-11-30T10.11.42.822,57.480,3.963,-24.817,268.963
1638241902832,2021-11-30T10.11.42.832,57.490,-1.341,-25.305,286.890
1638241902842,2021-11-30T10.11.42.842,57.500,-3.841,-23.841,304.817
1638241902852,2021-11-30T10.11.42.852,57.510,-12.195,-21.890,321.890
1638241902862,2021-11-30T10.11.42.862,57.520,-26.707,-21.768,338.049
1638241902872,2021-11-30T10.11.42.872,57.530,-36.768,-15.976,352.134
1638241902882,2021-11-30T10.11.42.882,57.540,-39.329,-12.317,364.329
1638241902892,2021-11-30T10.11.42.892,57.550,-39.634,-10.244,374.268
1638241902902,2021-11-30T10.11.42.902,57.560,-36.768,-7.256,381.220
1638241902912,2021-11-30T10.11.42.912,57.570,-29.756,-3.049,389.268
1638241902922,2021-11-30T10.11.42.922,57.580,-26.220,3.232,398.171
1638241902932,2021-11-30T10.11.42.932,57.590,-38.476,8.720,404.695
1638241902942,2021-11-30T10.11.42.942,57.600,-54.024,12.805,407.988
1638241902952,2021-11-30T10.11.42.952,57.610,-66.098,15.122,408.537
1638241902962,2021-11-30T10.11.42.962,57.620,-81.037,16.646,405.793
1638241902972,2021-11-30T10.11.42.972,57.630,-92.866,16.280,401.646
1638241902982,2021-11-30T10.11.42.982,57.640,-96.524,16.402,395.000
1638241902992,2021-11-30T10.11.42.992,57.650,-93.537,15.671,379.573
1638241903002,2021-11-30T10.11.43.002,57.660,-76.768,-0.732,340.488
1638241903012,2021-11-30T10.11.43.012,57.670,-14.329,-26.646,297.866
1638241903022,2021-11-30T10.11.43.022,57.680,31.037,-31.524,258.720
1638241903032,2021-11-30T10.11.43.032,57.690,52.073,-18.720,207.805
1638241903042,2021-11-30T10.11.43.042,57.700,90.671,-6.646,159.146
1638241903052,2021-11-30T10.11.43.052,57.710,134.085,-4.329,98.780
1638241903062,2021-11-30T10.11.43.062,57.720,144.268,-5.183,23.598
1638241903072,2021-11-30T10.11.43.072,57.730,127.805,-0.976,-43.537
1638241903082,2021-11-30T10.11.43.082,57.740,50.427,8.537,-108.598
1638241903092,2021-11-30T10.11.43.092,57.750,-13.171,19.207,-158.902
1638241903102,2021-11-30T10.11.43.102,57.760,-89.268,11.585,-189.939
1638241903112,2021-11-30T10.11.43.112,57.770,-107.683,-29.573,-163.049
1638241903122,2021-11-30T10.11.43.122,57.780,-123.537,20.366,-127.866
1638241903132,2021-11-30T10.11.43.132,57.790,-187.744,22.439,-141.037
1638241903142,2021-11-30T10.11.43.142,57.800,-195.671,77.988,-189.817
1638241903152,2021-11-30T10.11.43.152,57.810,-106.524,117.073,-173.049
1638241903162,2021-11-30T10.11.43.162,57.820,-37.866,113.963,-56.524
1638241903172,2021-11-30T10.11.43.172,57.830,12.683,72.073,-151.220
1638241903182,2021-11-30T10.11.43.182,57.840,-21.951,-0.610,-265.793
1638241903192,2021-11-30T10.11.43.192,57.850,-130.061,45.366,-117.073
1638241903202,2021-11-30T10.11.43.202,57.860,-89.695,67.622,-113.049
1638241903212,2021-11-30T10.11.43.212,57.870,22.439,4.573,-107.500
1638241903222,2021-11-30T10.11.43.222,57.880,90.488,-17.927,-108.963
1638241903232,2021-11-30T10.11.43.232,57.890,128.963,-7.439,-103.963
1638241903242,2021-11-30T10.11.43.242,57.900,132.256,4.512,-72.317
1638241903252,2021-11-30T10.11.43.252,57.910,117.866,7.744,-49.695
1638241903262,2021-11-30T10.11.43.262,57.920,82.927,5.427,-34.634
1638241903272,2021-11-30T10.11.43.272,57.930,63.476,3.537,-30.671
1638241903282,2021-11-30T10.11.43.282,57.940,59.512,0.366,-34.390
1638241903292,2021-11-30T10.11.43.292,57.950,43.902,0.122,-38.963
1638241903302,2021-11-30T10.11.43.302,57.960,23.780,-0.976,-44.207
1638241903312,2021-11-30T10.11.43.312,57.970,5.366,-1.829,-47.439
1638241903322,2021-11-30T10.11.43.322,57.980,-4.390,-0.549,-48.841
1638241903332,2021-11-30T10.11.43.332,57.990,-5.793,-1.402,-50.427
1638241903342,2021-11-30T10.11.43.342,58.000,-0.061,-4.451,-52.073
1638241903352,2021-11-30T10.11.43.352,58.010,16.707,-8.476,-46.402
1638241903362,2021-11-30T10.11.43.362,58.020,35.244,-10.671,-37.561
1638241903372,2021-11-30T10.11.43.372,58.030,48.049,-11.159,-32.195
1638241903382,2021-11-30T10.11.43.382,58.040,52.744,-10.671,-31.402
1638241903392,2021-11-30T10.11.43.392,58.050,48.963,-10.366,-35.427
1638241903402,2021-11-30T10.11.43.402,58.060,39.878,-9.695,-43.354
1638241903412,2021-11-30T10.11.43.412,58.070,28.902,-9.146,-52.927
1638241903422,2021-11-30T10.11.43.422,58.080,21.098,-8.415,-60.671
1638241903432,2021-11-30T10.11.43.432,58.090,19.817,-7.927,-63.720
1638241903442,2021-11-30T10.11.43.442,58.100,21.341,-7.622,-65.000
1638241903452,2021-11-30T10.11.43.452,58.110,25.366,-7.256,-64.451
1638241903462,2021-11-30T10.11.43.462,58.120,31.707,-7.256,-64.207
1638241903472,2021-11-30T10.11.43.472,58.130,33.110,-7.744,-67.012
1638241903482,2021-11-30T10.11.43.482,58.140,30.915,-7.805,-71.463
1638241903492,2021-11-30T10.11.43.492,58.150,29.634,-7.805,-77.378
1638241903502,2021-11-30T10.11.43.502,58.160,29.207,-7.927,-84.451
1638241903512,2021-11-30T10.11.43.512,58.170,24.817,-9.695,-91.768
1638241903522,2021-11-30T10.11.43.522,58.180,14.634,-11.341,-99.512
1638241903532,2021-11-30T10.11.43.532,58.190,3.293,-11.890,-108.293
1638241903542,2021-11-30T10.11.43.542,58.200,-2.622,-12.988,-116.098
1638241903552,2021-11-30T10.11.43.552,58.210,-7.256,-14.146,-127.256
1638241903562,2021-11-30T10.11.43.562,58.220,-7.927,-15.244,-136.037
1638241903572,2021-11-30T10.11.43.572,58.230,-7.683,-18.780,-143.780
1638241903582,2021-11-30T10.11.43.582,58.240,-9.756,-22.378,-152.195
1638241903592,2021-11-30T10.11.43.592,58.250,-10.366,-24.756,-160.854
1638241903602,2021-11-30T10.11.43.602,58.260,-10.427,-25.610,-169.695
1638241903612,2021-11-30T10.11.43.612,58.270,-12.805,-25.671,-179.024
1638241903622,2021-11-30T10.11.43.622,58.280,-17.195,-25.732,-189.695
1638241903632,2021-11-30T10.11.43.632,58.290,-16.159,-23.720,-199.207
1638241903642,2021-11-30T10.11.43.642,58.300,-9.146,-21.707,-207.744
1638241903652,2021-11-30T10.11.43.652,58.310,0.305,-18.841,-217.927
1638241903662,2021-11-30T10.11.43.662,58.320,7.683,-13.415,-232.622
1638241903672,2021-11-30T10.11.43.672,58.330,20.671,-9.207,-244.817
1638241903682,2021-11-30T10.11.43.682,58.340,32.256,-4.024,-256.159
1638241903692,2021-11-30T10.11.43.692,58.350,42.500,1.402,-262.195
1638241903702,2021-11-30T10.11.43.702,58.360,31.585,6.829,-268.232
1638241903712,2021-11-30T10.11.43.712,58.370,2.561,3.415,-282.195
1638241903722,2021-11-30T10.11.43.722,58.380,-6.280,-8.354,-267.866
1638241903732,2021-11-30T10.11.43.732,58.390,-33.049,-27.561,-245.915
1638241903742,2021-11-30T10.11.43.742,58.400,-21.341,-8.415,-223.415
1638241903752,2021-11-30T10.11.43.752,58.410,-26.280,13.232,-201.402
1638241903762,2021-11-30T10.11.43.762,58.420,-30.732,24.512,-175.366
1638241903772,2021-11-30T10.11.43.772,58.430,-0.061,36.890,-147.012
1638241903782,2021-11-30T10.11.43.782,58.440,64.878,7.439,-97.744
1638241903792,2021-11-30T10.11.43.792,58.450,88.110,17.927,-95.427
1638241903802,2021-11-30T10.11.43.802,58.460,85.061,17.988,-50.366
1638241903812,2021-11-30T10.11.43.812,58.470,62.439,14.878,22.927
1638241903822,2021-11-30T10.11.43.822,58.480,40.244,10.915,66.524
1638241903832,2021-11-30T10.11.43.832,58.490,20.671,8.659,94.817
1638241903842,2021-11-30T10.11.43.842,58.500,-4.024,20.000,122.500
1638241903852,2021-11-30T10.11.43.852,58.510,-24.512,25.305,144.207
1638241903862,2021-11-30T10.11.43.862,58.520,-37.866,25.549,163.537
1638241903872,2021-11-30T10.11.43.872,58.530,-52.317,27.988,185.061
1638241903882,2021-11-30T10.11.43.882,58.540,-63.476,27.927,210.549
1638241903892,2021-11-30T10.11.43.892,58.550,-66.890,26.098,236.646
1638241903902,2021-11-30T10.11.43.902,58.560,-73.476,22.073,256.890
1638241903912,2021-11-30T10.11.43.912,58.570,-75.488,17.805,276.037
1638241903922,2021-11-30T10.11.43.922,58.580,-72.500,15.061,293.049
1638241903932,2021-11-30T10.11.43.932,58.590,-72.195,8.415,306.707
1638241903942,2021-11-30T10.11.43.942,58.600,-65.732,5.183,323.720
1638241903952,2021-11-30T10.11.43.952,58.610,-52.134,1.768,341.463
1638241903962,2021-11-30T10.11.43.962,58.620,-36.768,-3.232,354.695
1638241903972,2021-11-30T10.11.43.972,58.630,-15.915,-8.659,366.098
1638241903982,2021-11-30T10.11.43.982,58.640,4.756,-12.866,377.317
1638241903992,2021-11-30T10.11.43.992,58.650,22.439,-14.268,390.488
1638241904002,2021-11-30T10.11.44.002,58.660,30.488,-13.963,400.488
1638241904012,2021-11-30T10.11.44.012,58.670,23.902,-12.195,406.829
1638241904022,2021-11-30T10.11.44.022,58.680,11.098,-8.537,410.061
1638241904032,2021-11-30T10.11.44.032,58.690,-7.317,-5.305,410.671
1638241904042,2021-11-30T10.11.44.042,58.700,-32.744,-3.537,408.659
1638241904052,2021-11-30T10.11.44.052,58.710,-59.512,-3.780,406.037
1638241904062,2021-11-30T10.11.44.062,58.720,-76.341,-3.171,396.646
1638241904072,2021-11-30T10.11.44.072,58.730,-75.854,-8.354,369.756
1638241904082,2021-11-30T10.11.44.082,58.740,-29.695,-25.549,335.000
1638241904092,2021-11-30T10.11.44.092,58.750,-28.841,-26.768,277.195
1638241904102,2021-11-30T10.11.44.102,58.760,-61.829,-12.134,201.829
1638241904112,2021-11-30T10.11.44.112,58.770,-17.134,2.256,147.683
1638241904122,2021-11-30T10.11.44.122,58.780,19.573,8.537,85.976
1638241904132,2021-11-30T10.11.44.132,58.790,36.829,6.098,14.573
1638241904142,2021-11-30T10.11.44.142,58.800,37.500,4.939,-46.829
1638241904152,2021-11-30T10.11.44.152,58.810,14.268,4.878,-101.585
1638241904162,2021-11-30T10.11.44.162,58.820,-69.390,13.841,-174.085
1638241904172,2021-11-30T10.11.44.172,58.830,-101.220,26.707,-197.134
1638241904182,2021-11-30T10.11.44.182,58.840,-3.902,14.756,-92.805
1638241904192,2021-11-30T10.11.44.192,58.850,-49.573,10.671,-120.671
1638241904202,2021-11-30T10.11.44.202,58.860,-59.146,119.939,-210.061
1638241904212,2021-11-30T10.11.44.212,58.870,49.817,119.085,-126.890
1638241904222,2021-11-30T10.11.44.222,58.880,75.183,-12.317,-265.183
1638241904232,2021-11-30T10.11.44.232,58.890,-65.183,-30.671,-225.671
1638241904242,2021-11-30T10.11.44.242,58.900,-188.598,49.390,-104.390
1638241904252,2021-11-30T10.11.44.252,58.910,-14.695,66.646,-121.280
1638241904262,2021-11-30T10.11.44.262,58.920,88.415,-8.293,-111.341
1638241904272,2021-11-30T10.11.44.272,58.930,82.988,-21.707,-111.646
1638241904282,2021-11-30T10.11.44.282,58.940,96.220,6.524,-94.390
1638241904292,2021-11-30T10.11.44.292,58.950,105.610,14.939,-66.585
1638241904302,2021-11-30T10.11.44.302,58.960,77.073,11.646,-50.976
1638241904312,2021-11-30T10.11.44.312,58.970,53.049,6.159,-47.622
1638241904322,2021-11-30T10.11.44.322,58.980,46.341,5.854,-46.341
1638241904332,2021-11-30T10.11.44.332,58.990,45.915,5.793,-42.744
1638241904342,2021-11-30T10.11.44.342,59.000,35.732,3.110,-42.744
1638241904352,2021-11-30T10.11.44.352,59.010,21.037,0.976,-43.476
1638241904362,2021-11-30T10.11.44.362,59.020,13.476,0.488,-43.780
1638241904372,2021-11-30T10.11.44.372,59.030,13.354,-1.890,-44.146
1638241904382,2021-11-30T10.11.44.382,59.040,18.476,-5.366,-43.110
1638241904392,2021-11-30T10.11.44.392,59.050,24.634,-8.476,-39.634
1638241904402,2021-11-30T10.11.44.402,59.060,28.720,-10.610,-37.317
1638241904412,2021-11-30T10.11.44.412,59.070,33.841,-10.671,-35.000
1638241904422,2021-11-30T10.11.44.422,59.080,41.829,-10.244,-32.683
1638241904432,2021-11-30T10.11.44.432,59.090,47.073,-10.488,-33.110
1638241904442,2021-11-30T10.11.44.442,59.100,44.573,-10.549,-36.463
1638241904452,2021-11-30T10.11.44.452,59.110,38.476,-9.817,-41.951
1638241904462,2021-11-30T10.11.44.462,59.120,33.110,-8.659,-46.707
1638241904472,2021-11-30T10.11.44.472,59.130,30.122,-7.988,-50.305
1638241904482,2021-11-30T10.11.44.482,59.140,30.061,-7.439,-51.402
1638241904492,2021-11-30T10.11.44.492,59.150,33.720,-6.159,-52.500
1638241904502,2021-11-30T10.11.44.502,59.160,36.707,-5.671,-54.390
1638241904512,2021-11-30T10.11.44.512,59.170,36.890,-5.915,-56.341
1638241904522,2021-11-30T10.11.44.522,59.180,34.573,-6.159,-58.963
1638241904532,2021-11-30T10.11.44.532,59.190,29.085,-6.341,-62.439
1638241904542,2021-11-30T10.11.44.542,59.200,22.256,-6.037,-66.585
1638241904552,2021-11-30T10.11.44.552,59.210,16.890,-6.037,-70.732
1638241904562,2021-11-30T10.11.44.562,59.220,13.598,-5.854,-74.451
1638241904572,2021-11-30T10.11.44.572,59.230,9.817,-6.220,-78.902
1638241904582,2021-11-30T10.11.44.582,59.240,5.854,-7.683,-85.366
1638241904592,2021-11-30T10.11.44.592,59.250,1.280,-9.329,-94.512
1638241904602,2021-11-30T10.11.44.602,59.260,1.098,-10.183,-103.537
1638241904612,2021-11-30T10.11.44.612,59.270,4.146,-11.037,-112.073
1638241904622,2021-11-30T10.11.44.622,59.280,8.659,-11.707,-119.878
1638241904632,2021-11-30T10.11.44.632,59.290,9.695,-14.878,-127.012
1638241904642,2021-11-30T10.11.44.642,59.300,5.366,-19.451,-134.573
1638241904652,2021-11-30T10.11.44.652,59.310,-0.122,-21.341,-142.805
1638241904662,2021-11-30T10.11.44.662,59.320,-3.415,-21.341,-150.915
1638241904672,2021-11-30T10.11.44.672,59.330,-6.707,-21.707,-158.963
1638241904682,2021-11-30T10.11.44.682,59.340,-9.939,-22.317,-168.963
1638241904692,2021-11-30T10.11.44.692,59.350,-9.512,-20.854,-177.744
1638241904702,2021-11-30T10.11.44.702,59.360,-5.000,-18.232,-186.890
1638241904712,2021-11-30T10.11.44.712,59.370,1.585,-16.524,-197.927
1638241904722,2021-11-30T10.11.44.722,59.380,10.427,-14.329,-210.610
1638241904732,2021-11-30T10.11.44.732,59.390,20.488,-9.512,-225.244
1638241904742,2021-11-30T10.11.44.742,59.400,32.073,-4.390,-240.427
1638241904752,2021-11-30T10.11.44.752,59.410,45.793,0.061,-254.207
1638241904762,2021-11-30T10.11.44.762,59.420,50.061,5.122,-263.780
1638241904772,2021-11-30T10.11.44.772,59.430,28.537,11.951,-271.402
1638241904782,2021-11-30T10.11.44.782,59.440,3.171,6.220,-284.878
1638241904792,2021-11-30T10.11.44.792,59.450,-9.329,-8.963,-272.256
1638241904802,2021-11-30T10.11.44.802,59.460,-46.951,-33.354,-253.415
1638241904812,2021-11-30T10.11.44.812,59.470,-50.915,-12.622,-234.146
1638241904822,2021-11-30T10.11.44.822,59.480,-40.122,19.634,-210.427
1638241904832,2021-11-30T10.11.44.832,59.490,-24.634,32.744,-180.366
1638241904842,2021-11-30T10.11.44.842,59.500,-17.195,40.671,-161.159
1638241904852,2021-11-30T10.11.44.852,59.510,40.366,24.512,-104.390
1638241904862,2021-11-30T10.11.44.862,59.520,98.354,6.402,-91.463
1638241904872,2021-11-30T10.11.44.872,59.530,118.841,25.366,-58.537
1638241904882,2021-11-30T10.11.44.882,59.540,101.280,13.110,-0.061
1638241904892,2021-11-30T10.11.44.892,59.550,79.817,4.817,52.927
1638241904902,2021-11-30T10.11.44.902,59.560,69.146,0.976,84.085
1638241904912,2021-11-30T10.11.44.912,59.570,46.524,9.085,117.134
1638241904922,2021-11-30T10.11.44.922,59.580,19.451,21.037,148.293
1638241904932,2021-11-30T10.11.44.932,59.590,-9.268,27.683,165.976
1638241904942,2021-11-30T10.11.44.942,59.600,-33.720,29.146,179.573
1638241904952,2021-11-30T10.11.44.952,59.610,-50.000,31.463,196.463
1638241904962,2021-11-30T10.11.44.962,59.620,-65.366,34.573,216.402
1638241904972,2021-11-30T10.11.44.972,59.630,-75.305,35.427,239.695
1638241904982,2021-11-30T10.11.44.982,59.640,-80.732,30.244,259.268
1638241904992,2021-11-30T10.11.44.992,59.650,-83.049,27.073,278.293
1638241905002,2021-11-30T10.11.45.002,59.660,-75.488,27.805,298.476
1638241905012,2021-11-30T10.11.45.012,59.670,-64.390,23.780,315.671
1638241905022,2021-11-30T10.11.45.022,59.680,-49.939,21.646,333.476
1638241905032,2021-11-30T10.11.45.032,59.690,-31.951,20.244,348.232
1638241905042,2021-11-30T10.11.45.042,59.700,-17.378,15.854,359.512
1638241905052,2021-11-30T10.11.45.052,59.710,5.061,12.805,371.098
1638241905062,2021-11-30T10.11.45.062,59.720,31.341,12.256,380.549
1638241905072,2021-11-30T10.11.45.072,59.730,52.256,12.439,391.159
1638241905082,2021-11-30T10.11.45.082,59.740,64.756,14.390,400.000
1638241905092,2021-11-30T10.11.45.092,59.750,62.927,17.744,406.768
1638241905102,2021-11-30T10.11.45.102,59.760,48.354,21.646,410.610
1638241905112,2021-11-30T10.11.45.112,59.770,22.622,23.963,410.549
1638241905122,2021-11-30T10.11.45.122,59.780,-1.707,23.963,409.024
1638241905132,2021-11-30T10.11.45.132,59.790,-18.293,21.037,405.671
1638241905142,2021-11-30T10.11.45.142,59.800,-23.049,18.049,398.171
1638241905152,2021-11-30T10.11.45.152,59.810,-13.598,8.537,378.841
1638241905162,2021-11-30T10.11.45.162,59.820,47.073,-15.793,354.146
1638241905172,2021-11-30T10.11.45.172,59.830,66.220,-26.037,294.085
1638241905182,2021-11-30T10.11.45.182,59.840,67.683,-24.268,226.159
1638241905192,2021-11-30T10.11.45.192,59.850,97.134,-9.573,182.012
1638241905202,2021-11-30T10.11.45.202,59.860,113.902,-2.195,124.207
1638241905212,2021-11-30T10.11.45.212,59.870,133.171,-6.037,53.232
