timestamp (+0700),left-elapsed (s),x-axis (g)_x,y-axis (g)_x,z-axis (g)_x,right-elapsed (s),x-axis (g)_y,y-axis (g)_y,z-axis (g)_y
2021-11-30 10:10:58.898,13.55,1.015,-0.06,0.11,14.65,0.962,-0.101,-0.025
2021-11-30 10:10:58.902,13.56,1.01,-0.052,0.112,14.65,0.962,-0.101,-0.025
2021-11-30 10:10:58.908,13.56,1.01,-0.052,0.112,14.66,0.97,-0.103,-0.031
2021-11-30 10:10:58.912,13.57,1.01,-0.054,0.113,14.66,0.97,-0.103,-0.031
2021-11-30 10:10:58.918,13.57,1.01,-0.054,0.113,14.67,0.979,-0.116,-0.027
2021-11-30 10:10:58.922,13.58,1.003,-0.047,0.112,14.67,0.979,-0.116,-0.027
2021-11-30 10:10:58.928,13.58,1.003,-0.047,0.112,14.68,0.992,-0.127,-0.016
2021-11-30 10:10:58.932,13.59,1.007,-0.043,0.117,14.68,0.992,-0.127,-0.016
2021-11-30 10:10:58.938,13.59,1.007,-0.043,0.117,14.69,1.017,-0.135,-0.006
2021-11-30 10:10:58.942,13.6,1.007,-0.051,0.134,14.69,1.017,-0.135,-0.006
2021-11-30 10:10:58.948,13.6,1.007,-0.051,0.134,14.7,1.042,-0.106,0.011
2021-11-30 10:10:58.952,13.61,1.008,-0.051,0.156,14.7,1.042,-0.106,0.011
2021-11-30 10:10:58.958,13.61,1.008,-0.051,0.156,14.71,1.073,-0.071,0.045
2021-11-30 10:10:58.962,13.62,1.021,-0.047,0.17,14.71,1.073,-0.071,0.045
2021-11-30 10:10:58.968,13.62,1.021,-0.047,0.17,14.72,1.12,0.002,0.03
2021-11-30 10:10:58.972,13.63,1.032,-0.062,0.178,14.72,1.12,0.002,0.03
2021-11-30 10:10:58.978,13.63,1.032,-0.062,0.178,14.73,1.167,-0.007,-0.084
2021-11-30 10:10:58.982,13.64,1.042,-0.077,0.194,14.73,1.167,-0.007,-0.084
2021-11-30 10:10:58.988,13.64,1.042,-0.077,0.194,14.74,1.29,-0.037,-0.101
2021-11-30 10:10:58.992,13.65,1.049,-0.063,0.201,14.74,1.29,-0.037,-0.101
2021-11-30 10:10:58.998,13.65,1.049,-0.063,0.201,14.75,1.488,-0.085,-0.042
2021-11-30 10:10:59.002,13.66,1.058,-0.049,0.181,14.75,1.488,-0.085,-0.042
2021-11-30 10:10:59.008,13.66,1.058,-0.049,0.181,14.76,1.557,-0.036,0.011
2021-11-30 10:10:59.012,13.67,1.055,-0.042,0.171,14.76,1.557,-0.036,0.011
2021-11-30 10:10:59.018,13.67,1.055,-0.042,0.171,14.77,1.546,-0.08,-0.013
2021-11-30 10:10:59.022,13.68,1.043,-0.039,0.169,14.77,1.546,-0.08,-0.013
2021-11-30 10:10:59.028,13.68,1.043,-0.039,0.169,14.78,1.527,-0.031,-0.002
2021-11-30 10:10:59.032,13.69,1.036,-0.041,0.166,14.78,1.527,-0.031,-0.002
2021-11-30 10:10:59.038,13.69,1.036,-0.041,0.166,14.79,1.5,-0.019,-0.084
2021-11-30 10:10:59.042,13.7,1.033,-0.045,0.173,14.79,1.5,-0.019,-0.084
2021-11-30 10:10:59.048,13.7,1.033,-0.045,0.173,14.8,1.425,-0.045,-0.149
2021-11-30 10:10:59.052,13.71,1.036,-0.052,0.174,14.8,1.425,-0.045,-0.149
2021-11-30 10:10:59.058,13.71,1.036,-0.052,0.174,14.81,1.336,0.069,-0.142
2021-11-30 10:10:59.062,13.72,1.029,-0.052,0.186,14.81,1.336,0.069,-0.142
2021-11-30 10:10:59.068,13.72,1.029,-0.052,0.186,14.82,1.293,0.212,-0.153
2021-11-30 10:10:59.072,13.73,1.024,-0.039,0.192,14.82,1.293,0.212,-0.153
2021-11-30 10:10:59.078,13.73,1.024,-0.039,0.192,14.83,1.278,0.226,-0.23
2021-11-30 10:10:59.082,13.74,1.019,-0.038,0.186,14.83,1.278,0.226,-0.23
2021-11-30 10:10:59.088,13.74,1.019,-0.038,0.186,14.84,1.134,0.084,-0.316
2021-11-30 10:10:59.092,13.75,1.02,-0.041,0.171,14.84,1.134,0.084,-0.316
2021-11-30 10:10:59.098,13.75,1.02,-0.041,0.171,14.85,0.891,-0.055,-0.238
2021-11-30 10:10:59.102,13.76,1.021,-0.038,0.169,14.85,0.891,-0.055,-0.238
2021-11-30 10:10:59.108,13.76,1.021,-0.038,0.169,14.86,0.735,-0.188,-0.167
2021-11-30 10:10:59.112,13.77,1.024,-0.033,0.162,14.86,0.735,-0.188,-0.167
2021-11-30 10:10:59.118,13.77,1.024,-0.033,0.162,14.87,0.602,-0.168,-0.13
2021-11-30 10:10:59.122,13.78,1.019,-0.02,0.159,14.87,0.602,-0.168,-0.13
2021-11-30 10:10:59.128,13.78,1.019,-0.02,0.159,14.88,0.497,-0.272,-0.079
2021-11-30 10:10:59.132,13.79,1.015,-0.015,0.153,14.88,0.497,-0.272,-0.079
2021-11-30 10:10:59.138,13.79,1.015,-0.015,0.153,14.89,0.592,-0.637,-0.251
2021-11-30 10:10:59.142,13.8,1.017,-0.006,0.153,14.89,0.592,-0.637,-0.251
2021-11-30 10:10:59.148,13.8,1.017,-0.006,0.153,14.9,0.611,-0.731,-0.203
2021-11-30 10:10:59.152,13.81,1.016,-0.003,0.149,14.9,0.611,-0.731,-0.203
2021-11-30 10:10:59.158,13.81,1.016,-0.003,0.149,14.91,0.58,-0.596,-0.07
2021-11-30 10:10:59.162,13.82,1.012,0.001,0.155,14.91,0.58,-0.596,-0.07
2021-11-30 10:10:59.168,13.82,1.012,0.001,0.155,14.92,0.505,-0.453,-0.067
2021-11-30 10:10:59.172,13.83,1.018,0.006,0.152,14.92,0.505,-0.453,-0.067
2021-11-30 10:10:59.178,13.83,1.018,0.006,0.152,14.93,0.541,-0.476,-0.084
2021-11-30 10:10:59.182,13.84,1.02,0.006,0.151,14.93,0.541,-0.476,-0.084
2021-11-30 10:10:59.188,13.84,1.02,0.006,0.151,14.94,0.59,-0.512,-0.056
2021-11-30 10:10:59.192,13.85,1.026,0.01,0.153,14.94,0.59,-0.512,-0.056
2021-11-30 10:10:59.198,13.85,1.026,0.01,0.153,14.95,0.63,-0.51,-0.014
2021-11-30 10:10:59.202,13.86,1.031,0.019,0.15,14.95,0.63,-0.51,-0.014
2021-11-30 10:10:59.208,13.86,1.031,0.019,0.15,14.96,0.668,-0.477,0.014
2021-11-30 10:10:59.212,13.87,1.033,0.035,0.148,14.96,0.668,-0.477,0.014
2021-11-30 10:10:59.218,13.87,1.033,0.035,0.148,14.97,0.704,-0.452,0.039
2021-11-30 10:10:59.222,13.88,1.038,0.033,0.146,14.97,0.704,-0.452,0.039
2021-11-30 10:10:59.228,13.88,1.038,0.033,0.146,14.98,0.744,-0.438,0.057
2021-11-30 10:10:59.232,13.89,1.046,0.037,0.152,14.98,0.744,-0.438,0.057
2021-11-30 10:10:59.238,13.89,1.046,0.037,0.152,14.99,0.786,-0.424,0.075
2021-11-30 10:10:59.242,13.9,1.043,0.039,0.148,14.99,0.786,-0.424,0.075
2021-11-30 10:10:59.248,13.9,1.043,0.039,0.148,15.0,0.828,-0.408,0.083
2021-11-30 10:10:59.252,13.91,1.043,0.034,0.144,15.0,0.828,-0.408,0.083
2021-11-30 10:10:59.258,13.91,1.043,0.034,0.144,15.01,0.872,-0.387,0.08
2021-11-30 10:10:59.262,13.92,1.049,0.035,0.148,15.01,0.872,-0.387,0.08
2021-11-30 10:10:59.268,13.92,1.049,0.035,0.148,15.02,0.912,-0.361,0.078
2021-11-30 10:10:59.272,13.93,1.059,0.042,0.149,15.02,0.912,-0.361,0.078
2021-11-30 10:10:59.278,13.93,1.059,0.042,0.149,15.03,0.96,-0.329,0.075
2021-11-30 10:10:59.282,13.94,1.07,0.043,0.149,15.03,0.96,-0.329,0.075
2021-11-30 10:10:59.288,13.94,1.07,0.043,0.149,15.04,1.015,-0.291,0.073
2021-11-30 10:10:59.292,13.95,1.075,0.051,0.147,15.04,1.015,-0.291,0.073
2021-11-30 10:10:59.298,13.95,1.075,0.051,0.147,15.05,1.065,-0.259,0.063
2021-11-30 10:10:59.302,13.96,1.092,0.059,0.144,15.05,1.065,-0.259,0.063
2021-11-30 10:10:59.308,13.96,1.092,0.059,0.144,15.06,1.122,-0.259,0.055
2021-11-30 10:10:59.312,13.97,1.122,0.085,0.143,15.06,1.122,-0.259,0.055
2021-11-30 10:10:59.318,13.97,1.122,0.085,0.143,15.07,1.181,-0.251,0.053
2021-11-30 10:10:59.322,13.98,1.087,0.057,0.136,15.07,1.181,-0.251,0.053
2021-11-30 10:10:59.328,13.98,1.087,0.057,0.136,15.08,1.202,-0.223,0.051
2021-11-30 10:10:59.332,13.99,1.117,0.005,0.126,15.08,1.202,-0.223,0.051
2021-11-30 10:10:59.338,13.99,1.117,0.005,0.126,15.09,1.223,-0.182,0.046
2021-11-30 10:10:59.342,14.0,1.184,0.045,0.104,15.09,1.223,-0.182,0.046
2021-11-30 10:10:59.348,14.0,1.184,0.045,0.104,15.1,1.231,-0.088,0.033
2021-11-30 10:10:59.352,14.01,1.212,0.052,0.076,15.1,1.231,-0.088,0.033
2021-11-30 10:10:59.358,14.01,1.212,0.052,0.076,15.11,1.232,-0.024,0.034
2021-11-30 10:10:59.362,14.02,1.212,0.049,0.049,15.11,1.232,-0.024,0.034
2021-11-30 10:10:59.368,14.02,1.212,0.049,0.049,15.12,1.226,0.025,0.039
2021-11-30 10:10:59.372,14.03,1.214,0.052,0.036,15.12,1.226,0.025,0.039
2021-11-30 10:10:59.378,14.03,1.214,0.052,0.036,15.13,1.226,0.124,0.034
2021-11-30 10:10:59.382,14.04,1.218,0.051,0.052,15.13,1.226,0.124,0.034
2021-11-30 10:10:59.388,14.04,1.218,0.051,0.052,15.14,1.196,0.179,-0.001
2021-11-30 10:10:59.392,14.05,1.222,0.06,0.079,15.14,1.196,0.179,-0.001
2021-11-30 10:10:59.398,14.05,1.222,0.06,0.079,15.15,1.189,0.261,-0.043
2021-11-30 10:10:59.402,14.06,1.238,0.045,0.093,15.15,1.189,0.261,-0.043
2021-11-30 10:10:59.408,14.06,1.238,0.045,0.093,15.16,1.184,0.267,-0.079
2021-11-30 10:10:59.412,14.07,1.234,0.052,0.105,15.16,1.184,0.267,-0.079
2021-11-30 10:10:59.418,14.07,1.234,0.052,0.105,15.17,1.179,0.281,-0.086
2021-11-30 10:10:59.422,14.08,1.217,0.048,0.107,15.17,1.179,0.281,-0.086
2021-11-30 10:10:59.428,14.08,1.217,0.048,0.107,15.18,1.12,0.357,-0.055
2021-11-30 10:10:59.432,14.09,1.203,0.029,0.094,15.18,1.12,0.357,-0.055
2021-11-30 10:10:59.438,14.09,1.203,0.029,0.094,15.19,1.069,0.486,-0.002
2021-11-30 10:10:59.442,14.1,1.191,0.015,0.083,15.19,1.069,0.486,-0.002
2021-11-30 10:10:59.448,14.1,1.191,0.015,0.083,15.2,1.104,0.685,0.053
2021-11-30 10:10:59.452,14.11,1.193,0.014,0.086,15.2,1.104,0.685,0.053
2021-11-30 10:10:59.458,14.11,1.193,0.014,0.086,15.21,1.166,0.825,0.091
2021-11-30 10:10:59.462,14.12,1.202,0.013,0.082,15.21,1.166,0.825,0.091
2021-11-30 10:10:59.468,14.12,1.202,0.013,0.082,15.22,1.241,0.95,0.099
2021-11-30 10:10:59.472,14.13,1.209,0.012,0.079,15.22,1.241,0.95,0.099
2021-11-30 10:10:59.478,14.13,1.209,0.012,0.079,15.23,1.531,0.923,0.061
2021-11-30 10:10:59.482,14.14,1.19,0.013,0.083,15.23,1.531,0.923,0.061
2021-11-30 10:10:59.488,14.14,1.19,0.013,0.083,15.24,1.307,1.355,0.038
2021-11-30 10:10:59.492,14.15,1.203,0.012,0.105,15.24,1.307,1.355,0.038
2021-11-30 10:10:59.498,14.15,1.203,0.012,0.105,15.25,1.037,1.548,0.043
2021-11-30 10:10:59.502,14.16,1.221,-0.003,0.133,15.25,1.037,1.548,0.043
2021-11-30 10:10:59.508,14.16,1.221,-0.003,0.133,15.26,1.139,1.567,0.044
2021-11-30 10:10:59.512,14.17,1.26,-0.031,0.143,15.26,1.139,1.567,0.044
2021-11-30 10:10:59.518,14.17,1.26,-0.031,0.143,15.27,1.122,1.472,0.087
2021-11-30 10:10:59.522,14.18,1.294,-0.096,0.178,15.27,1.122,1.472,0.087
2021-11-30 10:10:59.528,14.18,1.294,-0.096,0.178,15.28,0.959,1.139,-0.043
2021-11-30 10:10:59.532,14.19,1.353,-0.087,0.237,15.28,0.959,1.139,-0.043
2021-11-30 10:10:59.538,14.19,1.353,-0.087,0.237,15.29,0.589,-0.584,-0.404
2021-11-30 10:10:59.542,14.2,1.388,-0.108,0.284,15.29,0.589,-0.584,-0.404
2021-11-30 10:10:59.548,14.2,1.388,-0.108,0.284,15.3,0.574,-2.805,-0.272
2021-11-30 10:10:59.552,14.21,1.435,-0.205,0.278,15.3,0.574,-2.805,-0.272
2021-11-30 10:10:59.558,14.21,1.435,-0.205,0.278,15.31,1.717,-1.638,0.437
2021-11-30 10:10:59.562,14.22,1.544,-0.245,0.293,15.31,1.717,-1.638,0.437
2021-11-30 10:10:59.568,14.22,1.544,-0.245,0.293,15.32,2.268,0.921,0.043
2021-11-30 10:10:59.572,14.23,1.611,-0.195,0.37,15.32,2.268,0.921,0.043
2021-11-30 10:10:59.578,14.23,1.611,-0.195,0.37,15.33,1.696,0.809,-0.608
2021-11-30 10:10:59.582,14.24,1.604,-0.164,0.33,15.33,1.696,0.809,-0.608
2021-11-30 10:10:59.588,14.24,1.604,-0.164,0.33,15.34,1.682,0.714,0.064
2021-11-30 10:10:59.592,14.25,1.662,0.015,0.202,15.34,1.682,0.714,0.064
2021-11-30 10:10:59.598,14.25,1.662,0.015,0.202,15.35,1.338,-0.231,0.484
2021-11-30 10:10:59.602,14.26,1.748,0.235,0.071,15.35,1.338,-0.231,0.484
2021-11-30 10:10:59.608,14.26,1.748,0.235,0.071,15.36,0.323,-0.32,-0.068
2021-11-30 10:10:59.612,14.27,1.799,0.191,0.09,15.36,0.323,-0.32,-0.068
2021-11-30 10:10:59.618,14.27,1.799,0.191,0.09,15.37,0.595,0.684,-0.229
2021-11-30 10:10:59.622,14.28,1.882,0.33,0.192,15.37,0.595,0.684,-0.229
2021-11-30 10:10:59.628,14.28,1.882,0.33,0.192,15.38,0.787,0.067,-0.184
2021-11-30 10:10:59.632,14.29,1.818,0.369,0.291,15.38,0.787,0.067,-0.184
2021-11-30 10:10:59.638,14.29,1.818,0.369,0.291,15.39,0.915,0.03,0.02
2021-11-30 10:10:59.642,14.3,1.701,0.161,0.377,15.39,0.915,0.03,0.02
2021-11-30 10:10:59.648,14.3,1.701,0.161,0.377,15.4,1.028,0.14,0.042
2021-11-30 10:10:59.652,14.31,1.466,-0.062,0.281,15.4,1.028,0.14,0.042
2021-11-30 10:10:59.658,14.31,1.466,-0.062,0.281,15.41,1.046,0.113,0.047
2021-11-30 10:10:59.662,14.32,1.157,-0.149,0.153,15.41,1.046,0.113,0.047
2021-11-30 10:10:59.668,14.32,1.157,-0.149,0.153,15.42,0.971,0.052,0.031
2021-11-30 10:10:59.672,14.33,0.651,-0.641,0.08,15.42,0.971,0.052,0.031
2021-11-30 10:10:59.678,14.33,0.651,-0.641,0.08,15.43,0.952,-0.015,-0.051
2021-11-30 10:10:59.682,14.34,0.812,0.028,-0.332,15.43,0.952,-0.015,-0.051
2021-11-30 10:10:59.688,14.34,0.812,0.028,-0.332,15.44,0.937,-0.025,-0.136
2021-11-30 10:10:59.692,14.35,0.53,0.635,0.24,15.44,0.937,-0.025,-0.136
2021-11-30 10:10:59.698,14.35,0.53,0.635,0.24,15.45,0.92,-0.018,-0.095
2021-11-30 10:10:59.702,14.36,0.354,0.17,0.396,15.45,0.92,-0.018,-0.095
2021-11-30 10:10:59.708,14.36,0.354,0.17,0.396,15.46,0.944,-0.023,-0.041
2021-11-30 10:10:59.712,14.37,0.505,-0.375,0.181,15.46,0.944,-0.023,-0.041
2021-11-30 10:10:59.718,14.37,0.505,-0.375,0.181,15.47,0.979,-0.022,-0.053
2021-11-30 10:10:59.728,14.37,0.505,-0.375,0.181,15.48,0.986,-0.012,-0.098
2021-11-30 10:10:59.738,14.37,0.505,-0.375,0.181,15.49,0.977,0.009,-0.139
2021-11-30 10:10:59.748,14.37,0.505,-0.375,0.181,15.5,0.957,0.022,-0.157
2021-11-30 10:10:59.778,14.37,0.505,-0.375,0.181,15.53,0.964,0.045,-0.111
2021-11-30 10:10:59.782,14.44,0.762,-0.129,-0.111,15.53,0.964,0.045,-0.111
2021-11-30 10:10:59.788,14.44,0.762,-0.129,-0.111,15.54,0.95,0.029,-0.112
2021-11-30 10:10:59.792,14.45,0.825,-0.115,-0.087,15.54,0.95,0.029,-0.112
2021-11-30 10:10:59.798,14.45,0.825,-0.115,-0.087,15.55,0.952,-0.001,-0.088
2021-11-30 10:10:59.802,14.46,0.907,-0.075,-0.064,15.55,0.952,-0.001,-0.088
2021-11-30 10:10:59.808,14.46,0.907,-0.075,-0.064,15.56,0.951,-0.002,-0.094
2021-11-30 10:10:59.812,14.47,0.972,-0.067,-0.049,15.56,0.951,-0.002,-0.094
2021-11-30 10:10:59.822,14.48,1.053,-0.042,-0.046,15.56,0.951,-0.002,-0.094
2021-11-30 10:10:59.832,14.49,1.131,-0.034,-0.047,15.56,0.951,-0.002,-0.094
2021-11-30 10:10:59.842,14.5,1.203,-0.048,-0.058,15.56,0.951,-0.002,-0.094
2021-11-30 10:10:59.848,14.5,1.203,-0.048,-0.058,15.6,0.944,0.039,-0.034
2021-11-30 10:10:59.852,14.51,1.289,-0.083,-0.087,15.6,0.944,0.039,-0.034
2021-11-30 10:10:59.858,14.51,1.289,-0.083,-0.087,15.61,0.952,0.046,-0.036
2021-11-30 10:10:59.862,14.52,1.402,-0.124,-0.11,15.61,0.952,0.046,-0.036
2021-11-30 10:10:59.868,14.52,1.402,-0.124,-0.11,15.62,0.952,0.067,-0.052
2021-11-30 10:10:59.872,14.53,1.516,-0.164,-0.136,15.62,0.952,0.067,-0.052
2021-11-30 10:10:59.878,14.53,1.516,-0.164,-0.136,15.63,0.958,0.075,-0.063
2021-11-30 10:10:59.882,14.54,1.642,-0.183,-0.173,15.63,0.958,0.075,-0.063
2021-11-30 10:10:59.888,14.54,1.642,-0.183,-0.173,15.64,0.976,0.09,-0.062
2021-11-30 10:10:59.892,14.55,1.791,-0.134,-0.172,15.64,0.976,0.09,-0.062
2021-11-30 10:10:59.898,14.55,1.791,-0.134,-0.172,15.65,0.997,0.094,-0.064
2021-11-30 10:10:59.902,14.56,1.933,-0.043,-0.117,15.65,0.997,0.094,-0.064
2021-11-30 10:10:59.908,14.56,1.933,-0.043,-0.117,15.66,1.019,0.11,-0.063
2021-11-30 10:10:59.912,14.57,2.057,0.071,-0.02,15.66,1.019,0.11,-0.063
2021-11-30 10:10:59.918,14.57,2.057,0.071,-0.02,15.67,1.046,0.095,-0.048
2021-11-30 10:10:59.922,14.58,2.246,0.367,0.132,15.67,1.046,0.095,-0.048
2021-11-30 10:10:59.928,14.58,2.246,0.367,0.132,15.68,1.091,0.078,-0.021
2021-11-30 10:10:59.932,14.59,2.359,0.763,0.346,15.68,1.091,0.078,-0.021
2021-11-30 10:10:59.938,14.59,2.359,0.763,0.346,15.69,1.106,0.025,0.043
2021-11-30 10:10:59.942,14.6,2.543,0.955,0.442,15.69,1.106,0.025,0.043
2021-11-30 10:10:59.952,14.61,2.866,1.354,0.59,15.69,1.106,0.025,0.043
2021-11-30 10:10:59.958,14.61,2.866,1.354,0.59,15.71,1.134,-0.012,0.033
2021-11-30 10:10:59.962,14.62,2.045,2.148,0.872,15.71,1.134,-0.012,0.033
2021-11-30 10:10:59.968,14.62,2.045,2.148,0.872,15.72,1.14,0.018,0.058
2021-11-30 10:10:59.972,14.63,1.969,2.184,0.792,15.72,1.14,0.018,0.058
2021-11-30 10:10:59.978,14.63,1.969,2.184,0.792,15.73,1.215,-0.004,-0.006
2021-11-30 10:10:59.982,14.64,1.845,2.066,0.97,15.73,1.215,-0.004,-0.006
2021-11-30 10:10:59.988,14.64,1.845,2.066,0.97,15.74,1.196,0.04,-0.083
2021-11-30 10:10:59.992,14.65,1.493,2.377,1.011,15.74,1.196,0.04,-0.083
2021-11-30 10:10:59.998,14.65,1.493,2.377,1.011,15.75,1.151,0.082,-0.064
2021-11-30 10:11:00.002,14.66,1.428,2.295,0.848,15.75,1.151,0.082,-0.064
2021-11-30 10:11:00.008,14.66,1.428,2.295,0.848,15.76,1.228,0.055,-0.032
2021-11-30 10:11:00.012,14.67,1.491,2.246,0.81,15.76,1.228,0.055,-0.032
2021-11-30 10:11:00.018,14.67,1.491,2.246,0.81,15.77,1.263,0.055,-0.044
2021-11-30 10:11:00.022,14.68,1.617,2.052,0.731,15.77,1.263,0.055,-0.044
2021-11-30 10:11:00.028,14.68,1.617,2.052,0.731,15.78,1.253,0.033,-0.013
2021-11-30 10:11:00.032,14.69,1.468,0.816,0.691,15.78,1.253,0.033,-0.013
2021-11-30 10:11:00.042,14.7,1.024,-2.754,-0.367,15.78,1.253,0.033,-0.013
2021-11-30 10:11:00.048,14.7,1.024,-2.754,-0.367,15.8,1.369,-0.068,-0.028
2021-11-30 10:11:00.052,14.71,1.515,-2.264,-0.975,15.8,1.369,-0.068,-0.028
2021-11-30 10:11:00.058,14.71,1.515,-2.264,-0.975,15.81,1.405,-0.108,-0.07
2021-11-30 10:11:00.062,14.72,1.75,1.074,-0.193,15.81,1.405,-0.108,-0.07
2021-11-30 10:11:00.072,14.73,1.545,0.722,0.52,15.81,1.405,-0.108,-0.07
2021-11-30 10:11:00.082,14.74,1.637,-0.15,0.155,15.81,1.405,-0.108,-0.07
2021-11-30 10:11:00.088,14.74,1.637,-0.15,0.155,15.84,1.692,-0.426,-0.612
2021-11-30 10:11:00.092,14.75,1.314,0.296,0.341,15.84,1.692,-0.426,-0.612
2021-11-30 10:11:00.098,14.75,1.314,0.296,0.341,15.85,1.723,-0.479,-0.739
2021-11-30 10:11:00.102,14.76,1.261,0.735,0.648,15.85,1.723,-0.479,-0.739
2021-11-30 10:11:00.108,14.76,1.261,0.735,0.648,15.86,1.694,-0.405,-0.677
2021-11-30 10:11:00.112,14.77,1.09,0.102,0.17,15.86,1.694,-0.405,-0.677
2021-11-30 10:11:00.118,14.77,1.09,0.102,0.17,15.87,1.805,0.055,-0.302
2021-11-30 10:11:00.122,14.78,0.899,-0.006,-0.089,15.87,1.805,0.055,-0.302
2021-11-30 10:11:00.128,14.78,0.899,-0.006,-0.089,15.88,2.018,0.602,-0.056
2021-11-30 10:11:00.132,14.79,0.9,0.356,0.15,15.88,2.018,0.602,-0.056
2021-11-30 10:11:00.138,14.79,0.9,0.356,0.15,15.89,2.229,0.784,-0.367
2021-11-30 10:11:00.142,14.8,0.998,0.105,0.053,15.89,2.229,0.784,-0.367
2021-11-30 10:11:00.148,14.8,0.998,0.105,0.053,15.9,2.328,0.813,-0.739
2021-11-30 10:11:00.152,14.81,1.084,0.122,-0.06,15.9,2.328,0.813,-0.739
2021-11-30 10:11:00.158,14.81,1.084,0.122,-0.06,15.91,2.059,0.011,-0.868
2021-11-30 10:11:00.162,14.82,0.984,-0.065,0.053,15.91,2.059,0.011,-0.868
2021-11-30 10:11:00.168,14.82,0.984,-0.065,0.053,15.92,1.592,-0.27,-0.655
2021-11-30 10:11:00.172,14.83,1.138,-0.082,0.207,15.92,1.592,-0.27,-0.655
2021-11-30 10:11:00.178,14.83,1.138,-0.082,0.207,15.93,0.913,-0.675,-0.572
2021-11-30 10:11:00.182,14.84,1.097,-0.086,0.117,15.93,0.913,-0.675,-0.572
2021-11-30 10:11:00.188,14.84,1.097,-0.086,0.117,15.94,0.86,-0.741,-0.208
2021-11-30 10:11:00.192,14.85,1.108,-0.134,0.18,15.94,0.86,-0.741,-0.208
2021-11-30 10:11:00.198,14.85,1.108,-0.134,0.18,15.95,1.357,1.074,0.059
2021-11-30 10:11:00.202,14.86,1.061,-0.107,0.27,15.95,1.357,1.074,0.059
2021-11-30 10:11:00.208,14.86,1.061,-0.107,0.27,15.96,0.262,-0.64,-0.215
2021-11-30 10:11:00.212,14.87,1.029,-0.05,0.182,15.96,0.262,-0.64,-0.215
2021-11-30 10:11:00.218,14.87,1.029,-0.05,0.182,15.97,0.392,-1.021,0.174
2021-11-30 10:11:00.222,14.88,1.072,-0.101,0.211,15.97,0.392,-1.021,0.174
2021-11-30 10:11:00.228,14.88,1.072,-0.101,0.211,15.98,0.409,-1.046,0.281
2021-11-30 10:11:00.232,14.89,1.076,-0.078,0.21,15.98,0.409,-1.046,0.281
2021-11-30 10:11:00.238,14.89,1.076,-0.078,0.21,15.99,0.3,-0.731,0.27
2021-11-30 10:11:00.242,14.9,1.011,-0.044,0.212,15.99,0.3,-0.731,0.27
2021-11-30 10:11:00.248,14.9,1.011,-0.044,0.212,16.0,0.06,-0.356,0.131
2021-11-30 10:11:00.252,14.91,0.997,-0.07,0.239,16.0,0.06,-0.356,0.131
2021-11-30 10:11:00.258,14.91,0.997,-0.07,0.239,16.01,0.006,-0.289,0.013
2021-11-30 10:11:00.262,14.92,1.033,-0.092,0.208,16.01,0.006,-0.289,0.013
2021-11-30 10:11:00.268,14.92,1.033,-0.092,0.208,16.02,-0.07,-0.39,-0.075
2021-11-30 10:11:00.272,14.93,1.044,-0.079,0.171,16.02,-0.07,-0.39,-0.075
2021-11-30 10:11:00.278,14.93,1.044,-0.079,0.171,16.03,-0.025,-0.215,-0.099
2021-11-30 10:11:00.282,14.94,1.048,-0.099,0.175,16.03,-0.025,-0.215,-0.099
2021-11-30 10:11:00.288,14.94,1.048,-0.099,0.175,16.04,0.067,-0.069,-0.059
2021-11-30 10:11:00.292,14.95,1.043,-0.125,0.195,16.04,0.067,-0.069,-0.059
2021-11-30 10:11:00.298,14.95,1.043,-0.125,0.195,16.05,0.145,-0.042,0.006
2021-11-30 10:11:00.302,14.96,1.033,-0.124,0.194,16.05,0.145,-0.042,0.006
2021-11-30 10:11:00.308,14.96,1.033,-0.124,0.194,16.06,0.196,-0.085,0.029
2021-11-30 10:11:00.312,14.97,1.015,-0.122,0.206,16.06,0.196,-0.085,0.029
2021-11-30 10:11:00.318,14.97,1.015,-0.122,0.206,16.07,0.281,-0.115,0.046
2021-11-30 10:11:00.322,14.98,1.015,-0.124,0.239,16.07,0.281,-0.115,0.046
2021-11-30 10:11:00.328,14.98,1.015,-0.124,0.239,16.08,0.388,-0.146,0.073
2021-11-30 10:11:00.332,14.99,1.021,-0.11,0.257,16.08,0.388,-0.146,0.073
2021-11-30 10:11:00.338,14.99,1.021,-0.11,0.257,16.09,0.459,-0.218,0.079
2021-11-30 10:11:00.342,15.0,1.021,-0.099,0.258,16.09,0.459,-0.218,0.079
2021-11-30 10:11:00.348,15.0,1.021,-0.099,0.258,16.1,0.577,-0.176,0.104
2021-11-30 10:11:00.352,15.01,1.009,-0.095,0.249,16.1,0.577,-0.176,0.104
2021-11-30 10:11:00.358,15.01,1.009,-0.095,0.249,16.11,0.635,-0.163,0.088
2021-11-30 10:11:00.362,15.02,1.012,-0.081,0.245,16.11,0.635,-0.163,0.088
2021-11-30 10:11:00.368,15.02,1.012,-0.081,0.245,16.12,0.758,-0.087,0.055
2021-11-30 10:11:00.372,15.03,1.029,-0.1,0.245,16.12,0.758,-0.087,0.055
2021-11-30 10:11:00.378,15.03,1.029,-0.1,0.245,16.13,0.848,-0.039,-0.018
2021-11-30 10:11:00.382,15.04,1.046,-0.098,0.241,16.13,0.848,-0.039,-0.018
2021-11-30 10:11:00.388,15.04,1.046,-0.098,0.241,16.14,0.895,-0.008,-0.093
