timestamp (+0700),left-elapsed (s),left-x-axis (deg/s),left-y-axis (deg/s),left-z-axis (deg/s),right-elapsed (s),right-x-axis (deg/s),right-y-axis (deg/s),right-z-axis (deg/s)
2021-12-16 13:10:28.003,,,,,0.0,0.854,-0.61,-0.305
2021-12-16 13:10:28.013,,,,,0.01,0.549,-0.305,-0.427
2021-12-16 13:10:28.023,,,,,0.02,0.366,-0.427,-0.183
2021-12-16 13:10:28.033,,,,,0.03,0.549,-0.488,-0.122
2021-12-16 13:10:28.043,,,,,0.04,0.549,-0.427,-0.061
2021-12-16 13:10:28.053,,,,,0.05,0.549,-0.488,0.0
2021-12-16 13:10:28.063,,,,,0.06,0.488,-0.427,-0.061
2021-12-16 13:10:28.073,,,,,0.07,0.488,-0.305,-0.122
2021-12-16 13:10:28.083,,,,,0.08,0.427,-0.366,-0.061
2021-12-16 13:10:28.093,,,,,0.09,0.488,-0.427,-0.122
2021-12-16 13:10:28.103,,,,,0.1,0.488,-0.427,-0.122
2021-12-16 13:10:28.113,,,,,0.11,0.427,-0.366,-0.183
2021-12-16 13:10:28.123,,,,,0.12,0.366,-0.427,-0.183
2021-12-16 13:10:28.133,,,,,0.13,0.427,-0.488,-0.183
2021-12-16 13:10:28.143,,,,,0.14,0.488,-0.427,-0.183
2021-12-16 13:10:28.153,,,,,0.15,0.488,-0.488,-0.244
2021-12-16 13:10:28.163,,,,,0.16,0.488,-0.549,-0.244
2021-12-16 13:10:28.173,,,,,0.17,0.549,-0.671,-0.183
2021-12-16 13:10:28.183,,,,,0.18,0.488,-0.61,-0.183
2021-12-16 13:10:28.193,,,,,0.19,0.488,-0.61,-0.122
2021-12-16 13:10:28.203,,,,,0.2,0.549,-0.549,-0.183
2021-12-16 13:10:28.213,,,,,0.21,0.488,-0.549,-0.244
2021-12-16 13:10:28.223,,,,,0.22,0.488,-0.61,-0.244
2021-12-16 13:10:28.233,,,,,0.23,0.488,-0.61,-0.183
2021-12-16 13:10:28.243,,,,,0.24,0.427,-0.671,-0.183
2021-12-16 13:10:28.253,,,,,0.25,0.488,-0.732,-0.183
2021-12-16 13:10:28.263,,,,,0.26,0.366,-0.793,-0.183
2021-12-16 13:10:28.273,,,,,0.27,0.427,-0.793,-0.244
2021-12-16 13:10:28.283,,,,,0.28,0.488,-0.793,-0.244
2021-12-16 13:10:28.293,,,,,0.29,0.549,-0.793,-0.183
2021-12-16 13:10:28.303,,,,,0.3,0.61,-0.732,-0.183
2021-12-16 13:10:28.313,,,,,0.31,0.549,-0.732,-0.122
2021-12-16 13:10:28.323,,,,,0.32,0.61,-0.671,-0.122
2021-12-16 13:10:28.333,,,,,0.33,0.549,-0.671,-0.061
2021-12-16 13:10:28.343,,,,,0.34,0.549,-0.671,0.0
2021-12-16 13:10:28.353,,,,,0.35,0.61,-0.549,0.0
2021-12-16 13:10:28.363,,,,,0.36,0.61,-0.549,0.061
2021-12-16 13:10:28.373,,,,,0.37,0.488,-0.488,-0.122
2021-12-16 13:10:28.383,,,,,0.38,0.488,-0.488,-0.061
2021-12-16 13:10:28.393,,,,,0.39,0.366,-0.488,-0.061
2021-12-16 13:10:28.403,,,,,0.4,0.427,-0.488,-0.122
2021-12-16 13:10:28.413,,,,,0.41,0.427,-0.549,-0.061
2021-12-16 13:10:28.423,,,,,0.42,0.427,-0.61,-0.122
2021-12-16 13:10:28.433,,,,,0.43,0.488,-0.671,-0.244
2021-12-16 13:10:28.443,,,,,0.44,0.61,-0.793,-0.244
2021-12-16 13:10:28.453,,,,,0.45,0.549,-0.671,-0.183
2021-12-16 13:10:28.463,,,,,0.46,0.671,-0.671,-0.122
2021-12-16 13:10:28.473,,,,,0.47,0.732,-0.671,-0.183
2021-12-16 13:10:28.483,,,,,0.48,0.671,-0.61,-0.122
2021-12-16 13:10:28.493,,,,,0.49,0.61,-0.488,-0.061
2021-12-16 13:10:28.503,,,,,0.5,0.61,-0.427,-0.061
2021-12-16 13:10:28.513,,,,,0.51,0.488,-0.427,-0.122
2021-12-16 13:10:28.523,,,,,0.52,0.366,-0.366,-0.061
2021-12-16 13:10:28.533,,,,,0.53,0.305,-0.366,0.0
2021-12-16 13:10:28.543,,,,,0.54,0.305,-0.427,-0.061
2021-12-16 13:10:28.548,0.0,0.305,0.244,-0.122,0.54,0.305,-0.427,-0.061
2021-12-16 13:10:28.553,0.0,0.305,0.244,-0.122,0.55,0.305,-0.366,-0.061
2021-12-16 13:10:28.558,0.01,-0.122,0.427,-0.549,0.55,0.305,-0.366,-0.061
2021-12-16 13:10:28.563,0.01,-0.122,0.427,-0.549,0.56,0.366,-0.305,-0.183
2021-12-16 13:10:28.568,0.02,0.183,0.061,-0.244,0.56,0.366,-0.305,-0.183
2021-12-16 13:10:28.573,0.02,0.183,0.061,-0.244,0.57,0.488,-0.366,-0.366
2021-12-16 13:10:28.578,0.03,0.244,0.0,-0.366,0.57,0.488,-0.366,-0.366
2021-12-16 13:10:28.583,0.03,0.244,0.0,-0.366,0.58,0.488,-0.488,-0.366
2021-12-16 13:10:28.588,0.04,0.305,0.061,-0.427,0.58,0.488,-0.488,-0.366
2021-12-16 13:10:28.593,0.04,0.305,0.061,-0.427,0.59,0.488,-0.549,-0.366
2021-12-16 13:10:28.598,0.05,0.427,0.0,-0.488,0.59,0.488,-0.549,-0.366
2021-12-16 13:10:28.603,0.05,0.427,0.0,-0.488,0.6,0.549,-0.488,-0.366
2021-12-16 13:10:28.608,0.06,0.488,0.0,-0.488,0.6,0.549,-0.488,-0.366
2021-12-16 13:10:28.613,0.06,0.488,0.0,-0.488,0.61,0.549,-0.549,-0.305
2021-12-16 13:10:28.618,0.07,0.427,0.061,-0.549,0.61,0.549,-0.549,-0.305
2021-12-16 13:10:28.623,0.07,0.427,0.061,-0.549,0.62,0.61,-0.549,-0.305
2021-12-16 13:10:28.628,0.08,0.366,-0.061,-0.549,0.62,0.61,-0.549,-0.305
2021-12-16 13:10:28.633,0.08,0.366,-0.061,-0.549,0.63,0.549,-0.488,-0.305
2021-12-16 13:10:28.638,0.09,0.366,-0.122,-0.488,0.63,0.549,-0.488,-0.305
2021-12-16 13:10:28.643,0.09,0.366,-0.122,-0.488,0.64,0.488,-0.427,-0.366
2021-12-16 13:10:28.648,0.1,0.366,-0.122,-0.488,0.64,0.488,-0.427,-0.366
2021-12-16 13:10:28.653,0.1,0.366,-0.122,-0.488,0.65,0.488,-0.549,-0.427
2021-12-16 13:10:28.658,0.11,0.366,-0.244,-0.366,0.65,0.488,-0.549,-0.427
2021-12-16 13:10:28.663,0.11,0.366,-0.244,-0.366,0.66,0.488,-0.549,-0.427
2021-12-16 13:10:28.668,0.12,0.366,-0.183,-0.305,0.66,0.488,-0.549,-0.427
2021-12-16 13:10:28.673,0.12,0.366,-0.183,-0.305,0.67,0.366,-0.488,-0.305
2021-12-16 13:10:28.678,0.13,0.305,-0.122,-0.366,0.67,0.366,-0.488,-0.305
2021-12-16 13:10:28.683,0.13,0.305,-0.122,-0.366,0.68,0.366,-0.488,-0.244
2021-12-16 13:10:28.688,0.14,0.305,-0.183,-0.305,0.68,0.366,-0.488,-0.244
2021-12-16 13:10:28.693,0.14,0.305,-0.183,-0.305,0.69,0.366,-0.488,-0.305
2021-12-16 13:10:28.698,0.15,0.244,-0.183,-0.305,0.69,0.366,-0.488,-0.305
2021-12-16 13:10:28.703,0.15,0.244,-0.183,-0.305,0.7,0.488,-0.427,-0.305
2021-12-16 13:10:28.708,0.16,0.366,-0.244,-0.305,0.7,0.488,-0.427,-0.305
2021-12-16 13:10:28.713,0.16,0.366,-0.244,-0.305,0.71,0.488,-0.488,-0.122
2021-12-16 13:10:28.718,0.17,0.366,-0.122,-0.061,0.71,0.488,-0.488,-0.122
2021-12-16 13:10:28.723,0.17,0.366,-0.122,-0.061,0.72,0.488,-0.488,-0.061
2021-12-16 13:10:28.728,0.18,0.305,-0.183,-0.122,0.72,0.488,-0.488,-0.061
2021-12-16 13:10:28.733,0.18,0.305,-0.183,-0.122,0.73,0.549,-0.488,-0.061
2021-12-16 13:10:28.738,0.19,0.427,-0.183,-0.122,0.73,0.549,-0.488,-0.061
2021-12-16 13:10:28.743,0.19,0.427,-0.183,-0.122,0.74,0.793,-0.488,-0.061
2021-12-16 13:10:28.748,0.2,0.366,-0.183,-0.061,0.74,0.793,-0.488,-0.061
2021-12-16 13:10:28.753,0.2,0.366,-0.183,-0.061,0.75,1.037,-0.671,0.122
2021-12-16 13:10:28.758,0.21,0.366,-0.244,0.0,0.75,1.037,-0.671,0.122
2021-12-16 13:10:28.763,0.21,0.366,-0.244,0.0,0.76,1.159,-0.793,0.305
2021-12-16 13:10:28.768,0.22,0.366,-0.244,-0.061,0.76,1.159,-0.793,0.305
2021-12-16 13:10:28.773,0.22,0.366,-0.244,-0.061,0.77,1.28,-0.854,0.305
2021-12-16 13:10:28.778,0.23,0.244,-0.061,0.0,0.77,1.28,-0.854,0.305
2021-12-16 13:10:28.783,0.23,0.244,-0.061,0.0,0.78,1.341,-0.854,0.305
2021-12-16 13:10:28.788,0.24,0.305,-0.061,-0.061,0.78,1.341,-0.854,0.305
2021-12-16 13:10:28.793,0.24,0.305,-0.061,-0.061,0.79,1.341,-0.976,0.244
2021-12-16 13:10:28.798,0.25,0.366,-0.061,-0.061,0.79,1.341,-0.976,0.244
2021-12-16 13:10:28.803,0.25,0.366,-0.061,-0.061,0.8,1.402,-1.037,0.305
2021-12-16 13:10:28.808,0.26,0.305,0.0,-0.183,0.8,1.402,-1.037,0.305
2021-12-16 13:10:28.813,0.26,0.305,0.0,-0.183,0.81,1.28,-0.854,0.244
2021-12-16 13:10:28.818,0.27,0.244,0.061,-0.183,0.81,1.28,-0.854,0.244
2021-12-16 13:10:28.823,0.27,0.244,0.061,-0.183,0.82,1.098,-0.793,0.061
2021-12-16 13:10:28.828,0.28,0.183,0.0,-0.244,0.82,1.098,-0.793,0.061
2021-12-16 13:10:28.833,0.28,0.183,0.0,-0.244,0.83,0.976,-0.793,0.061
2021-12-16 13:10:28.838,0.29,0.244,0.0,-0.244,0.83,0.976,-0.793,0.061
2021-12-16 13:10:28.843,0.29,0.244,0.0,-0.244,0.84,0.915,-0.732,0.061
2021-12-16 13:10:28.848,0.3,0.305,0.122,-0.183,0.84,0.915,-0.732,0.061
2021-12-16 13:10:28.853,0.3,0.305,0.122,-0.183,0.85,0.793,-0.61,-0.061
2021-12-16 13:10:28.858,0.31,0.305,0.122,-0.244,0.85,0.793,-0.61,-0.061
2021-12-16 13:10:28.863,0.31,0.305,0.122,-0.244,0.86,0.854,-0.671,-0.061
2021-12-16 13:10:28.868,0.32,0.244,0.122,-0.183,0.86,0.854,-0.671,-0.061
2021-12-16 13:10:28.873,0.32,0.244,0.122,-0.183,0.87,0.854,-0.671,-0.061
2021-12-16 13:10:28.878,0.33,0.305,0.122,-0.244,0.87,0.854,-0.671,-0.061
2021-12-16 13:10:28.883,0.33,0.305,0.122,-0.244,0.88,0.732,-0.732,-0.061
2021-12-16 13:10:28.888,0.34,0.305,0.061,-0.366,0.88,0.732,-0.732,-0.061
2021-12-16 13:10:28.893,0.34,0.305,0.061,-0.366,0.89,0.793,-0.671,-0.061
2021-12-16 13:10:28.898,0.35,0.305,0.122,-0.305,0.89,0.793,-0.671,-0.061
2021-12-16 13:10:28.903,0.35,0.305,0.122,-0.305,0.9,0.671,-0.61,-0.183
2021-12-16 13:10:28.908,0.36,0.305,0.183,-0.366,0.9,0.671,-0.61,-0.183
2021-12-16 13:10:28.913,0.36,0.305,0.183,-0.366,0.91,0.671,-0.549,-0.122
2021-12-16 13:10:28.918,0.37,0.305,0.122,-0.305,0.91,0.671,-0.549,-0.122
2021-12-16 13:10:28.923,0.37,0.305,0.122,-0.305,0.92,0.671,-0.488,-0.244
2021-12-16 13:10:28.928,0.38,0.244,0.061,-0.305,0.92,0.671,-0.488,-0.244
2021-12-16 13:10:28.933,0.38,0.244,0.061,-0.305,0.93,0.488,-0.488,-0.305
2021-12-16 13:10:28.938,0.39,0.244,0.122,-0.366,0.93,0.488,-0.488,-0.305
2021-12-16 13:10:28.943,0.39,0.244,0.122,-0.366,0.94,0.488,-0.427,-0.183
2021-12-16 13:10:28.948,0.4,0.183,0.122,-0.305,0.94,0.488,-0.427,-0.183
2021-12-16 13:10:28.953,0.4,0.183,0.122,-0.305,0.95,0.366,-0.305,-0.122
2021-12-16 13:10:28.958,0.41,0.183,0.122,-0.244,0.95,0.366,-0.305,-0.122
2021-12-16 13:10:28.963,0.41,0.183,0.122,-0.244,0.96,0.427,-0.366,-0.244
2021-12-16 13:10:28.968,0.42,0.244,0.061,-0.305,0.96,0.427,-0.366,-0.244
2021-12-16 13:10:28.973,0.42,0.244,0.061,-0.305,0.97,0.427,-0.305,-0.244
2021-12-16 13:10:28.978,0.43,0.183,0.061,-0.366,0.97,0.427,-0.305,-0.244
2021-12-16 13:10:28.983,0.43,0.183,0.061,-0.366,0.98,0.305,-0.244,-0.244
2021-12-16 13:10:28.988,0.44,0.244,0.122,-0.122,0.98,0.305,-0.244,-0.244
2021-12-16 13:10:28.993,0.44,0.244,0.122,-0.122,0.99,0.183,-0.305,-0.244
2021-12-16 13:10:28.998,0.45,0.244,0.061,-0.122,0.99,0.183,-0.305,-0.244
2021-12-16 13:10:29.003,0.45,0.244,0.061,-0.122,1.0,0.122,-0.305,-0.183
2021-12-16 13:10:29.008,0.46,0.305,0.061,-0.122,1.0,0.122,-0.305,-0.183
2021-12-16 13:10:29.013,0.46,0.305,0.061,-0.122,1.01,0.244,-0.244,-0.183
2021-12-16 13:10:29.018,0.47,0.305,0.122,-0.183,1.01,0.244,-0.244,-0.183
2021-12-16 13:10:29.023,0.47,0.305,0.122,-0.183,1.02,0.305,-0.488,-0.122
2021-12-16 13:10:29.028,0.48,0.305,0.061,-0.122,1.02,0.305,-0.488,-0.122
2021-12-16 13:10:29.033,0.48,0.305,0.061,-0.122,1.03,0.427,-0.488,-0.061
2021-12-16 13:10:29.038,0.49,0.244,0.0,-0.122,1.03,0.427,-0.488,-0.061
2021-12-16 13:10:29.043,0.49,0.244,0.0,-0.122,1.04,0.61,-0.488,-0.061
2021-12-16 13:10:29.048,0.5,0.183,0.061,-0.122,1.04,0.61,-0.488,-0.061
2021-12-16 13:10:29.053,0.5,0.183,0.061,-0.122,1.05,0.732,-0.671,0.0
2021-12-16 13:10:29.058,0.51,0.183,0.061,-0.183,1.05,0.732,-0.671,0.0
2021-12-16 13:10:29.063,0.51,0.183,0.061,-0.183,1.06,0.732,-0.732,0.061
2021-12-16 13:10:29.068,0.52,0.244,0.0,-0.122,1.06,0.732,-0.732,0.061
2021-12-16 13:10:29.073,0.52,0.244,0.0,-0.122,1.07,0.671,-0.671,0.0
2021-12-16 13:10:29.078,0.53,0.305,0.0,-0.122,1.07,0.671,-0.671,0.0
2021-12-16 13:10:29.083,0.53,0.305,0.0,-0.122,1.08,0.671,-0.732,-0.061
2021-12-16 13:10:29.088,0.54,0.244,0.0,-0.183,1.08,0.671,-0.732,-0.061
2021-12-16 13:10:29.093,0.54,0.244,0.0,-0.183,1.09,0.671,-0.671,-0.061
2021-12-16 13:10:29.098,0.55,0.122,-0.122,-0.244,1.09,0.671,-0.671,-0.061
2021-12-16 13:10:29.103,0.55,0.122,-0.122,-0.244,1.1,0.61,-0.61,0.0
2021-12-16 13:10:29.108,0.56,0.183,-0.122,-0.183,1.1,0.61,-0.61,0.0
2021-12-16 13:10:29.113,0.56,0.183,-0.122,-0.183,1.11,0.488,-0.61,-0.061
2021-12-16 13:10:29.118,0.57,0.305,-0.183,-0.122,1.11,0.488,-0.61,-0.061
2021-12-16 13:10:29.123,0.57,0.305,-0.183,-0.122,1.12,0.488,-0.549,-0.061
2021-12-16 13:10:29.128,0.58,0.244,-0.122,-0.183,1.12,0.488,-0.549,-0.061
2021-12-16 13:10:29.133,0.58,0.244,-0.122,-0.183,1.13,0.488,-0.488,-0.122
2021-12-16 13:10:29.138,0.59,0.183,-0.183,-0.244,1.13,0.488,-0.488,-0.122
2021-12-16 13:10:29.143,0.59,0.183,-0.183,-0.244,1.14,0.427,-0.488,-0.122
2021-12-16 13:10:29.148,0.6,0.183,-0.244,-0.244,1.14,0.427,-0.488,-0.122
2021-12-16 13:10:29.153,0.6,0.183,-0.244,-0.244,1.15,0.427,-0.549,-0.122
2021-12-16 13:10:29.158,0.61,0.183,-0.305,-0.366,1.15,0.427,-0.549,-0.122
2021-12-16 13:10:29.163,0.61,0.183,-0.305,-0.366,1.16,0.427,-0.549,-0.122
2021-12-16 13:10:29.168,0.62,0.183,-0.244,-0.427,1.16,0.427,-0.549,-0.122
2021-12-16 13:10:29.173,0.62,0.183,-0.244,-0.427,1.17,0.488,-0.61,-0.061
2021-12-16 13:10:29.178,0.63,0.244,-0.305,-0.366,1.17,0.488,-0.61,-0.061
2021-12-16 13:10:29.183,0.63,0.244,-0.305,-0.366,1.18,0.366,-0.671,-0.061
2021-12-16 13:10:29.188,0.64,0.244,-0.244,-0.366,1.18,0.366,-0.671,-0.061
2021-12-16 13:10:29.193,0.64,0.244,-0.244,-0.366,1.19,0.427,-0.61,0.061
2021-12-16 13:10:29.198,0.65,0.183,-0.305,-0.366,1.19,0.427,-0.61,0.061
2021-12-16 13:10:29.203,0.65,0.183,-0.305,-0.366,1.2,0.488,-0.793,0.061
2021-12-16 13:10:29.208,0.66,0.183,-0.366,-0.366,1.2,0.488,-0.793,0.061
2021-12-16 13:10:29.213,0.66,0.183,-0.366,-0.366,1.21,0.61,-0.732,0.061
2021-12-16 13:10:29.218,0.67,0.061,-0.305,-0.427,1.21,0.61,-0.732,0.061
2021-12-16 13:10:29.223,0.67,0.061,-0.305,-0.427,1.22,0.549,-0.732,0.122
2021-12-16 13:10:29.228,0.68,0.183,-0.305,-0.427,1.22,0.549,-0.732,0.122
2021-12-16 13:10:29.233,0.68,0.183,-0.305,-0.427,1.23,0.549,-0.671,0.0
2021-12-16 13:10:29.238,0.69,0.244,-0.244,-0.366,1.23,0.549,-0.671,0.0
2021-12-16 13:10:29.243,0.69,0.244,-0.244,-0.366,1.24,0.488,-0.61,-0.061
2021-12-16 13:10:29.248,0.7,0.244,-0.244,-0.366,1.24,0.488,-0.61,-0.061
2021-12-16 13:10:29.253,0.7,0.244,-0.244,-0.366,1.25,0.427,-0.427,-0.061
2021-12-16 13:10:29.258,0.71,0.305,-0.244,-0.305,1.25,0.427,-0.427,-0.061
2021-12-16 13:10:29.263,0.71,0.305,-0.244,-0.305,1.26,0.427,-0.427,-0.061
2021-12-16 13:10:29.268,0.72,0.305,-0.183,-0.244,1.26,0.427,-0.427,-0.061
2021-12-16 13:10:29.273,0.72,0.305,-0.183,-0.244,1.27,0.244,-0.488,-0.061
2021-12-16 13:10:29.278,0.73,0.244,-0.122,-0.244,1.27,0.244,-0.488,-0.061
2021-12-16 13:10:29.283,0.73,0.244,-0.122,-0.244,1.28,0.244,-0.488,-0.122
2021-12-16 13:10:29.288,0.74,0.305,-0.183,-0.305,1.28,0.244,-0.488,-0.122
2021-12-16 13:10:29.293,0.74,0.305,-0.183,-0.305,1.29,0.244,-0.305,-0.061
2021-12-16 13:10:29.298,0.75,0.305,-0.122,-0.305,1.29,0.244,-0.305,-0.061
2021-12-16 13:10:29.303,0.75,0.305,-0.122,-0.305,1.3,0.366,-0.366,-0.061
2021-12-16 13:10:29.308,0.76,0.366,-0.061,-0.305,1.3,0.366,-0.366,-0.061
2021-12-16 13:10:29.313,0.76,0.366,-0.061,-0.305,1.31,0.366,-0.366,-0.183
2021-12-16 13:10:29.318,0.77,0.366,0.061,-0.244,1.31,0.366,-0.366,-0.183
2021-12-16 13:10:29.323,0.77,0.366,0.061,-0.244,1.32,0.366,-0.488,-0.061
2021-12-16 13:10:29.328,0.78,0.366,0.061,-0.305,1.32,0.366,-0.488,-0.061
2021-12-16 13:10:29.333,0.78,0.366,0.061,-0.305,1.33,0.427,-0.427,-0.122
2021-12-16 13:10:29.338,0.79,0.183,0.122,-0.244,1.33,0.427,-0.427,-0.122
2021-12-16 13:10:29.343,0.79,0.183,0.122,-0.244,1.34,0.488,-0.427,-0.061
2021-12-16 13:10:29.348,0.8,0.244,0.122,-0.122,1.34,0.488,-0.427,-0.061
2021-12-16 13:10:29.353,0.8,0.244,0.122,-0.122,1.35,0.488,-0.488,0.0
2021-12-16 13:10:29.358,0.81,0.305,0.122,-0.122,1.35,0.488,-0.488,0.0
2021-12-16 13:10:29.363,0.81,0.305,0.122,-0.122,1.36,0.488,-0.549,0.061
2021-12-16 13:10:29.368,0.82,0.305,0.183,-0.122,1.36,0.488,-0.549,0.061
2021-12-16 13:10:29.373,0.82,0.305,0.183,-0.122,1.37,0.366,-0.488,0.0
2021-12-16 13:10:29.378,0.83,0.305,0.183,-0.183,1.37,0.366,-0.488,0.0
2021-12-16 13:10:29.383,0.83,0.305,0.183,-0.183,1.38,0.366,-0.549,-0.061
2021-12-16 13:10:29.388,0.84,0.183,0.305,-0.122,1.38,0.366,-0.549,-0.061
2021-12-16 13:10:29.393,0.84,0.183,0.305,-0.122,1.39,0.427,-0.488,0.0
2021-12-16 13:10:29.398,0.85,0.183,0.305,-0.061,1.39,0.427,-0.488,0.0
2021-12-16 13:10:29.403,0.85,0.183,0.305,-0.061,1.4,0.549,-0.488,-0.061
2021-12-16 13:10:29.408,0.86,0.244,0.305,-0.122,1.4,0.549,-0.488,-0.061
2021-12-16 13:10:29.413,0.86,0.244,0.305,-0.122,1.41,0.488,-0.366,-0.183
2021-12-16 13:10:29.418,0.87,0.305,0.305,-0.122,1.41,0.488,-0.366,-0.183
2021-12-16 13:10:29.423,0.87,0.305,0.305,-0.122,1.42,0.366,-0.366,-0.122
2021-12-16 13:10:29.428,0.88,0.366,0.183,0.0,1.42,0.366,-0.366,-0.122
2021-12-16 13:10:29.433,0.88,0.366,0.183,0.0,1.43,0.427,-0.427,-0.061
2021-12-16 13:10:29.438,0.89,0.305,0.305,-0.122,1.43,0.427,-0.427,-0.061
2021-12-16 13:10:29.443,0.89,0.305,0.305,-0.122,1.44,0.488,-0.366,-0.183
2021-12-16 13:10:29.448,0.9,0.244,0.366,-0.061,1.44,0.488,-0.366,-0.183
2021-12-16 13:10:29.453,0.9,0.244,0.366,-0.061,1.45,0.488,-0.366,-0.183
2021-12-16 13:10:29.458,0.91,0.305,0.366,-0.122,1.45,0.488,-0.366,-0.183
2021-12-16 13:10:29.463,0.91,0.305,0.366,-0.122,1.46,0.366,-0.366,-0.183
2021-12-16 13:10:29.468,0.92,0.305,0.427,-0.122,1.46,0.366,-0.366,-0.183
2021-12-16 13:10:29.473,0.92,0.305,0.427,-0.122,1.47,0.427,-0.305,-0.183
2021-12-16 13:10:29.478,0.93,0.305,0.427,0.0,1.47,0.427,-0.305,-0.183
2021-12-16 13:10:29.483,0.93,0.305,0.427,0.0,1.48,0.488,-0.183,-0.061
2021-12-16 13:10:29.488,0.94,0.305,0.366,0.061,1.48,0.488,-0.183,-0.061
2021-12-16 13:10:29.493,0.94,0.305,0.366,0.061,1.49,0.488,-0.305,0.0
2021-12-16 13:10:29.498,0.95,0.305,0.427,-0.061,1.49,0.488,-0.305,0.0
2021-12-16 13:10:29.503,0.95,0.305,0.427,-0.061,1.5,0.549,-0.427,0.183
2021-12-16 13:10:29.508,0.96,0.244,0.366,0.0,1.5,0.549,-0.427,0.183
2021-12-16 13:10:29.513,0.96,0.244,0.366,0.0,1.51,0.549,-0.366,0.244
2021-12-16 13:10:29.518,0.97,0.244,0.305,0.061,1.51,0.549,-0.366,0.244
2021-12-16 13:10:29.523,0.97,0.244,0.305,0.061,1.52,0.488,-0.305,0.305
2021-12-16 13:10:29.528,0.98,0.244,0.305,-0.061,1.52,0.488,-0.305,0.305
2021-12-16 13:10:29.533,0.98,0.244,0.305,-0.061,1.53,0.488,-0.305,0.122
2021-12-16 13:10:29.538,0.99,0.122,0.183,-0.122,1.53,0.488,-0.305,0.122
2021-12-16 13:10:29.543,0.99,0.122,0.183,-0.122,1.54,0.427,-0.366,0.122
2021-12-16 13:10:29.548,1.0,0.183,0.061,-0.183,1.54,0.427,-0.366,0.122
2021-12-16 13:10:29.553,1.0,0.183,0.061,-0.183,1.55,0.427,-0.488,0.122
2021-12-16 13:10:29.558,1.01,0.122,0.061,-0.183,1.55,0.427,-0.488,0.122
2021-12-16 13:10:29.563,1.01,0.122,0.061,-0.183,1.56,0.305,-0.427,0.061
2021-12-16 13:10:29.568,1.02,0.122,0.061,-0.244,1.56,0.305,-0.427,0.061
2021-12-16 13:10:29.573,1.02,0.122,0.061,-0.244,1.57,0.427,-0.549,-0.061
2021-12-16 13:10:29.578,1.03,0.244,-0.061,-0.183,1.57,0.427,-0.549,-0.061
2021-12-16 13:10:29.583,1.03,0.244,-0.061,-0.183,1.58,0.549,-0.671,-0.122
2021-12-16 13:10:29.588,1.04,0.366,-0.061,-0.244,1.58,0.549,-0.671,-0.122
2021-12-16 13:10:29.593,1.04,0.366,-0.061,-0.244,1.59,0.549,-0.61,-0.183
2021-12-16 13:10:29.598,1.05,0.366,-0.122,-0.305,1.59,0.549,-0.61,-0.183
2021-12-16 13:10:29.603,1.05,0.366,-0.122,-0.305,1.6,0.488,-0.671,-0.122
2021-12-16 13:10:29.608,1.06,0.366,-0.183,-0.305,1.6,0.488,-0.671,-0.122
2021-12-16 13:10:29.613,1.06,0.366,-0.183,-0.305,1.61,0.549,-0.61,-0.122
2021-12-16 13:10:29.618,1.07,0.366,-0.183,-0.244,1.61,0.549,-0.61,-0.122
2021-12-16 13:10:29.623,1.07,0.366,-0.183,-0.244,1.62,0.488,-0.671,-0.183
2021-12-16 13:10:29.628,1.08,0.366,-0.122,-0.305,1.62,0.488,-0.671,-0.183
2021-12-16 13:10:29.633,1.08,0.366,-0.122,-0.305,1.63,0.427,-0.671,-0.061
2021-12-16 13:10:29.638,1.09,0.366,-0.061,-0.244,1.63,0.427,-0.671,-0.061
2021-12-16 13:10:29.643,1.09,0.366,-0.061,-0.244,1.64,0.427,-0.61,-0.061
2021-12-16 13:10:29.648,1.1,0.427,0.0,-0.244,1.64,0.427,-0.61,-0.061
2021-12-16 13:10:29.653,1.1,0.427,0.0,-0.244,1.65,0.427,-0.549,-0.061
2021-12-16 13:10:29.658,1.11,0.305,0.0,-0.244,1.65,0.427,-0.549,-0.061
2021-12-16 13:10:29.663,1.11,0.305,0.0,-0.244,1.66,0.366,-0.61,0.061
2021-12-16 13:10:29.668,1.12,0.305,0.061,-0.244,1.66,0.366,-0.61,0.061
2021-12-16 13:10:29.673,1.12,0.305,0.061,-0.244,1.67,0.244,-0.61,0.183
2021-12-16 13:10:29.678,1.13,0.244,0.183,-0.244,1.67,0.244,-0.61,0.183
2021-12-16 13:10:29.683,1.13,0.244,0.183,-0.244,1.68,0.305,-0.61,0.122
2021-12-16 13:10:29.688,1.14,0.183,0.122,-0.244,1.68,0.305,-0.61,0.122
2021-12-16 13:10:29.693,1.14,0.183,0.122,-0.244,1.69,0.183,-0.732,0.061
2021-12-16 13:10:29.698,1.15,0.183,0.122,-0.305,1.69,0.183,-0.732,0.061
2021-12-16 13:10:29.703,1.15,0.183,0.122,-0.305,1.7,0.061,-0.793,-0.061
2021-12-16 13:10:29.708,1.16,0.061,0.183,-0.244,1.7,0.061,-0.793,-0.061
2021-12-16 13:10:29.713,1.16,0.061,0.183,-0.244,1.71,0.0,-0.732,-0.305
2021-12-16 13:10:29.718,1.17,0.122,0.244,-0.244,1.71,0.0,-0.732,-0.305
2021-12-16 13:10:29.723,1.17,0.122,0.244,-0.244,1.72,0.061,-0.793,-0.305
2021-12-16 13:10:29.728,1.18,0.183,0.244,-0.244,1.72,0.061,-0.793,-0.305
