left-z-axis-(deg/s)-mean,left-z-axis-(deg/s)-std,left-z-axis-(deg/s)-max,left-z-axis-(deg/s)-min,left-z-axis-(deg/s)-rms,left-z-axis-(deg/s)-mad,left-z-axis-(deg/s)-range,left-z-axis-(deg/s)-iqr,left-z-axis-(deg/s)-skew,left-z-axis-(deg/s)-kurt,left-z-axis-(deg/s)-zcr,left-z-axis-(deg/s)-pkcnt,left-z-axis-(deg/s)-pkamp,right-z-axis-(deg/s)-mean,right-z-axis-(deg/s)-std,right-z-axis-(deg/s)-max,right-z-axis-(deg/s)-min,right-z-axis-(deg/s)-rms,right-z-axis-(deg/s)-mad,right-z-axis-(deg/s)-range,right-z-axis-(deg/s)-iqr,right-z-axis-(deg/s)-skew,right-z-axis-(deg/s)-kurt,right-z-axis-(deg/s)-zcr,right-z-axis-(deg/s)-pkcnt,right-z-axis-(deg/s)-pkamp
3.5170647313506995,159.7097319059899,441.89,-335.854,159.74278630424894,51.037,777.7439999999999,75.549,0.9831531618116681,3.7276526092437217,0,0,777.7439999999999,2.3830381148413653,151.63127870232847,434.817,-312.866,151.64462284225056,59.329,747.683,76.22,0.9873045871335528,3.7272526895878917,0,0,747.683
