source,feature,rfe_rank,rfe_selected,n_features_selected_target,selected_model_abs_coefficient_mean
Accelerometer + EMG,BFinter_cvVal,1,True,50,0.718144417753345
Accelerometer + EMG,accz_meanVal,1,True,50,0.5663300979440767
Accelerometer + EMG,TAinter_harmonicRatio,1,True,50,0.5528928309025685
Accelerometer + EMG,MGinter_cvVal,1,True,50,0.5268268908168062
Accelerometer + EMG,MGinter_psdAsymmetry,1,True,50,0.5001680529723891
Accelerometer + EMG,RFinter_minVal,1,True,50,0.4821664637341909
Accelerometer + EMG,GMinter_psdAsymmetry,1,True,50,0.4189421200485503
Accelerometer + EMG,PLinter_harmonicRatio,1,True,50,0.35818717510229375
Accelerometer + EMG,accx_minVal,1,True,50,0.3501289181393417
Accelerometer + EMG,accx_domAmp,1,True,50,0.34690690757207204
Accelerometer + EMG,accz_domFreq,1,True,50,0.34379375800972795
Accelerometer + EMG,MGinter_domFreq,1,True,50,0.32037971683230704
Accelerometer + EMG,MGinter_minVal,1,True,50,0.31700993298312435
Accelerometer + EMG,accy_maxVal,1,True,50,0.3026420340282457
Accelerometer + EMG,accy_harmonicRatio,1,True,50,0.2947657332995031
Accelerometer + EMG,GMinter_harmonicRatio,1,True,50,0.28640601779733227
Accelerometer + EMG,accx_psdMean,1,True,50,0.28338710484709745
Accelerometer + EMG,accx_rmsVal,1,True,50,0.28170304135518554
Accelerometer + EMG,PLinter_cvVal,1,True,50,0.2810077344246671
Accelerometer + EMG,GMinter_domFreq,1,True,50,0.27830120256237323
Accelerometer + EMG,BFinter_logDetector,1,True,50,0.27796004792703144
Accelerometer + EMG,accx_sdVal,1,True,50,0.2743555391009211
Accelerometer + EMG,accy_domAmp,1,True,50,0.27368369954760263
Accelerometer + EMG,accx_varVal,1,True,50,0.27124100734769446
Accelerometer + EMG,accx_meanVal,1,True,50,0.26641306668502457
Accelerometer + EMG,accx_mavVal,1,True,50,0.26618790542751053
Accelerometer + EMG,accz_rmsVal,1,True,50,0.2567256039969739
Accelerometer + EMG,TAinter_cvVal,1,True,50,0.24898255524066912
Accelerometer + EMG,BFinter_waveformLength,1,True,50,0.24181904519650232
Accelerometer + EMG,accx_harmonicRatio,1,True,50,0.24178279682645454
Accelerometer + EMG,accx_cvVal,1,True,50,0.23789309830523875
Accelerometer + EMG,accz_sdVal,1,True,50,0.23054567662575529
Accelerometer + EMG,GMinter_emdEnergy,1,True,50,0.22969058095388642
Accelerometer + EMG,MGinter_meanFreq,1,True,50,0.22836544148918558
Accelerometer + EMG,accz_minVal,1,True,50,0.22802731096457227
Accelerometer + EMG,accz_harmonicRatio,1,True,50,0.22243944936689242
Accelerometer + EMG,accx_peakToPeak,1,True,50,0.22079344113847052
Accelerometer + EMG,accy_specEntropy,1,True,50,0.22052317878500774
Accelerometer + EMG,PLinter_meanFreq,1,True,50,0.21447870625076115
Accelerometer + EMG,MGinter_medianFreq,1,True,50,0.20485951273170297
Accelerometer + EMG,accy_medianFreq,1,True,50,0.20398676140458405
Accelerometer + EMG,GMinter_cvVal,1,True,50,0.20380044520477325
Accelerometer + EMG,accx_maxVal,1,True,50,0.20032508111314662
Accelerometer + EMG,PLinter_psdAsymmetry,1,True,50,0.1958113055316847
Accelerometer + EMG,accx_domFreq,1,True,50,0.19334220268922206
Accelerometer + EMG,accz_mavVal,1,True,50,0.18999750663821083
Accelerometer + EMG,BFinter_specEntropy,1,True,50,0.18961598127244703
Accelerometer + EMG,PLinter_specEntropy,1,True,50,0.17754964468467574
Accelerometer + EMG,accy_rmsVal,1,True,50,0.1750637146286652
Accelerometer + EMG,RFinter_domFreq,1,True,50,0.172624955739453
Accelerometer + EMG,RFinter_psdAsymmetry,2,False,50,
Accelerometer + EMG,TAinter_minVal,3,False,50,
Accelerometer + EMG,TAinter_domFreq,4,False,50,
Accelerometer + EMG,accy_peakToPeak,5,False,50,
Accelerometer + EMG,TAinter_psdAsymmetry,6,False,50,
Accelerometer + EMG,GMinter_varVal,7,False,50,
Accelerometer + EMG,accx_meanFreq,8,False,50,
Accelerometer + EMG,BFinter_meanFreq,9,False,50,
Accelerometer + EMG,RFinter_meanFreq,10,False,50,
Accelerometer + EMG,GMinter_maxVal,11,False,50,
Accelerometer + EMG,accy_meanVal,12,False,50,
Accelerometer + EMG,BFinter_psdAsymmetry,13,False,50,
Accelerometer + EMG,PLinter_maxVal,14,False,50,
Accelerometer + EMG,PLinter_varVal,15,False,50,
Accelerometer + EMG,PLinter_minVal,16,False,50,
Accelerometer + EMG,accz_meanFreq,17,False,50,
Accelerometer + EMG,GMinter_peakToPeak,18,False,50,
Accelerometer + EMG,BFinter_harmonicRatio,19,False,50,
Accelerometer + EMG,accy_minVal,20,False,50,
Accelerometer + EMG,accz_varVal,21,False,50,
Accelerometer + EMG,MGinter_waveformLength,22,False,50,
Accelerometer + EMG,GMinter_meanFreq,23,False,50,
Accelerometer + EMG,GMinter_medianFreq,24,False,50,
Accelerometer + EMG,PLinter_medianFreq,25,False,50,
Accelerometer + EMG,accz_psdMean,26,False,50,
Accelerometer + EMG,PLinter_peakToPeak,27,False,50,
Accelerometer + EMG,GMinter_meanPowerFreq,28,False,50,
Accelerometer + EMG,PLinter_domFreq,29,False,50,
Accelerometer + EMG,PLinter_psdMean,30,False,50,
Accelerometer + EMG,accz_peakToPeak,31,False,50,
Accelerometer + EMG,accz_specEntropy,32,False,50,
Accelerometer + EMG,accz_cvVal,33,False,50,
Accelerometer + EMG,accz_maxVal,34,False,50,
Accelerometer + EMG,accy_psdAsymmetry,35,False,50,
Accelerometer + EMG,BFinter_domFreq,36,False,50,
Accelerometer + EMG,accy_sdVal,37,False,50,
Accelerometer + EMG,PLinter_meanPowerFreq,38,False,50,
Accelerometer + EMG,BFinter_medianFreq,39,False,50,
Accelerometer + EMG,GMinter_psdMean,40,False,50,
Accelerometer + EMG,TAinter_domAmp,41,False,50,
Accelerometer + EMG,accx_specEntropy,42,False,50,
Accelerometer + EMG,RFinter_specEntropy,43,False,50,
Accelerometer + EMG,accz_medianFreq,44,False,50,
Accelerometer + EMG,accy_domFreq,45,False,50,
Accelerometer + EMG,accy_cvVal,46,False,50,
Accelerometer + EMG,GMinter_sdVal,47,False,50,
Accelerometer + EMG,TAinter_specEntropy,48,False,50,
Accelerometer + EMG,BFinter_mavVal,49,False,50,
Accelerometer + EMG,accy_mavVal,50,False,50,
Accelerometer + EMG,BFinter_varVal,51,False,50,
Accelerometer + EMG,GMinter_cwtMean,52,False,50,
Accelerometer + EMG,accy_varVal,53,False,50,
Accelerometer + EMG,GMinter_dwtEnergy,54,False,50,
Accelerometer + EMG,TAinter_medianFreq,55,False,50,
Accelerometer + EMG,RFinter_cvVal,56,False,50,
Accelerometer + EMG,accz_domAmp,57,False,50,
Accelerometer + EMG,TAinter_waveformLength,58,False,50,
Accelerometer + EMG,PLinter_emdEnergy,59,False,50,
Accelerometer + EMG,BFinter_cwtMean,60,False,50,
Accelerometer + EMG,GMinter_rmsVal,61,False,50,
Accelerometer + EMG,BFinter_minVal,62,False,50,
Accelerometer + EMG,MGinter_cwtMean,63,False,50,
Accelerometer + EMG,RFinter_medianFreq,64,False,50,
Accelerometer + EMG,MGinter_sdVal,65,False,50,
Accelerometer + EMG,BFinter_domAmp,66,False,50,
Accelerometer + EMG,MGinter_specEntropy,67,False,50,
Accelerometer + EMG,MGinter_harmonicRatio,68,False,50,
Accelerometer + EMG,RFinter_harmonicRatio,69,False,50,
Accelerometer + EMG,PLinter_cwtMean,70,False,50,
Accelerometer + EMG,RFinter_waveformLength,71,False,50,
Accelerometer + EMG,GMinter_minVal,72,False,50,
Accelerometer + EMG,PLinter_dwtEnergy,73,False,50,
Accelerometer + EMG,GMinter_specEntropy,74,False,50,
Accelerometer + EMG,PLinter_waveformLength,75,False,50,
Accelerometer + EMG,MGinter_rmsVal,76,False,50,
Accelerometer + EMG,RFinter_peakToPeak,77,False,50,
Accelerometer + EMG,TAinter_mavVal,78,False,50,
Accelerometer + EMG,PLinter_sdVal,79,False,50,
Accelerometer + EMG,RFinter_domAmp,80,False,50,
Accelerometer + EMG,accy_psdMean,81,False,50,
Accelerometer + EMG,MGinter_mavVal,82,False,50,
Accelerometer + EMG,TAinter_logDetector,83,False,50,
Accelerometer + EMG,RFinter_sdVal,84,False,50,
Accelerometer + EMG,GMinter_mavVal,85,False,50,
Accelerometer + EMG,accy_meanFreq,86,False,50,
Accelerometer + EMG,accx_medianFreq,87,False,50,
Accelerometer + EMG,BFinter_sdVal,88,False,50,
Accelerometer + EMG,GMinter_logDetector,89,False,50,
Accelerometer + EMG,TAinter_meanPowerFreq,90,False,50,
Accelerometer + EMG,BFinter_meanVal,91,False,50,
Accelerometer + EMG,TAinter_psdMean,92,False,50,
Accelerometer + EMG,PLinter_rmsVal,93,False,50,
Accelerometer + EMG,BFinter_dwtEnergy,94,False,50,
Accelerometer + EMG,accz_psdAsymmetry,95,False,50,
Accelerometer + EMG,RFinter_cwtMean,96,False,50,
Accelerometer + EMG,MGinter_meanPowerFreq,97,False,50,
Accelerometer + EMG,MGinter_dwtEnergy,98,False,50,
Accelerometer + EMG,TAinter_meanFreq,99,False,50,
Accelerometer + EMG,RFinter_maxVal,100,False,50,
Accelerometer + EMG,MGinter_psdMean,101,False,50,
Accelerometer + EMG,RFinter_mavVal,102,False,50,
Accelerometer + EMG,MGinter_peakToPeak,103,False,50,
Accelerometer + EMG,GMinter_waveformLength,104,False,50,
Accelerometer + EMG,TAinter_rmsVal,105,False,50,
