source,feature,rfe_rank,rfe_selected,n_features_selected_target,selected_model_abs_coefficient_mean
Gyroscope + EMG,MGinter_cvVal,1,True,10,0.921279457965921
Gyroscope + EMG,gyroz_maxVal,1,True,10,0.8910684815403002
Gyroscope + EMG,BFinter_cvVal,1,True,10,0.8240237563572013
Gyroscope + EMG,GMinter_psdAsymmetry,1,True,10,0.6929694323381955
Gyroscope + EMG,gyroz_domAmp,1,True,10,0.6859939031624416
Gyroscope + EMG,gyroz_varVal,1,True,10,0.6493263952355272
Gyroscope + EMG,gyroy_minVal,1,True,10,0.5455257839458838
Gyroscope + EMG,gyrox_cvVal,1,True,10,0.5295886522709702
Gyroscope + EMG,MGinter_psdAsymmetry,1,True,10,0.5119096195620733
Gyroscope + EMG,gyrox_domFreq,1,True,10,0.4994151807649576
Gyroscope + EMG,gyroz_cvVal,2,False,10,
Gyroscope + EMG,BFinter_logDetector,3,False,10,
Gyroscope + EMG,TAinter_harmonicRatio,4,False,10,
Gyroscope + EMG,gyroz_psdMean,5,False,10,
Gyroscope + EMG,PLinter_cvVal,6,False,10,
Gyroscope + EMG,gyroz_meanFreq,7,False,10,
Gyroscope + EMG,RFinter_meanFreq,8,False,10,
Gyroscope + EMG,gyrox_harmonicRatio,9,False,10,
Gyroscope + EMG,gyroz_peakToPeak,10,False,10,
Gyroscope + EMG,gyroz_meanVal,11,False,10,
Gyroscope + EMG,gyroy_peakToPeak,12,False,10,
Gyroscope + EMG,MGinter_meanFreq,13,False,10,
Gyroscope + EMG,BFinter_waveformLength,14,False,10,
Gyroscope + EMG,RFinter_minVal,15,False,10,
Gyroscope + EMG,gyroz_sdVal,16,False,10,
Gyroscope + EMG,gyroz_specEntropy,17,False,10,
Gyroscope + EMG,gyrox_maxVal,18,False,10,
Gyroscope + EMG,gyrox_meanVal,19,False,10,
Gyroscope + EMG,GMinter_meanFreq,20,False,10,
Gyroscope + EMG,GMinter_domFreq,21,False,10,
Gyroscope + EMG,gyroz_mavVal,22,False,10,
Gyroscope + EMG,RFinter_psdAsymmetry,23,False,10,
Gyroscope + EMG,gyroz_harmonicRatio,24,False,10,
Gyroscope + EMG,BFinter_mavVal,25,False,10,
Gyroscope + EMG,MGinter_minVal,26,False,10,
Gyroscope + EMG,gyroz_rmsVal,27,False,10,
Gyroscope + EMG,gyrox_mavVal,28,False,10,
Gyroscope + EMG,gyroy_cvVal,29,False,10,
Gyroscope + EMG,gyroy_meanVal,30,False,10,
Gyroscope + EMG,gyroy_rmsVal,31,False,10,
Gyroscope + EMG,TAinter_psdAsymmetry,32,False,10,
Gyroscope + EMG,GMinter_minVal,33,False,10,
Gyroscope + EMG,MGinter_harmonicRatio,34,False,10,
Gyroscope + EMG,TAinter_cvVal,35,False,10,
Gyroscope + EMG,TAinter_minVal,36,False,10,
Gyroscope + EMG,PLinter_psdMean,37,False,10,
Gyroscope + EMG,BFinter_minVal,38,False,10,
Gyroscope + EMG,PLinter_meanPowerFreq,39,False,10,
Gyroscope + EMG,MGinter_medianFreq,40,False,10,
Gyroscope + EMG,gyroz_domFreq,41,False,10,
Gyroscope + EMG,gyroz_minVal,42,False,10,
Gyroscope + EMG,RFinter_cvVal,43,False,10,
Gyroscope + EMG,gyrox_specEntropy,44,False,10,
Gyroscope + EMG,BFinter_meanFreq,45,False,10,
Gyroscope + EMG,RFinter_domFreq,46,False,10,
Gyroscope + EMG,GMinter_harmonicRatio,47,False,10,
Gyroscope + EMG,PLinter_varVal,48,False,10,
Gyroscope + EMG,GMinter_cvVal,49,False,10,
Gyroscope + EMG,gyroz_medianFreq,50,False,10,
Gyroscope + EMG,gyroy_domFreq,51,False,10,
Gyroscope + EMG,gyrox_peakToPeak,52,False,10,
Gyroscope + EMG,gyroz_psdAsymmetry,53,False,10,
Gyroscope + EMG,MGinter_domFreq,54,False,10,
Gyroscope + EMG,PLinter_maxVal,55,False,10,
Gyroscope + EMG,gyroy_psdMean,56,False,10,
Gyroscope + EMG,gyroy_medianFreq,57,False,10,
Gyroscope + EMG,gyroy_harmonicRatio,58,False,10,
Gyroscope + EMG,RFinter_medianFreq,59,False,10,
Gyroscope + EMG,gyrox_rmsVal,60,False,10,
Gyroscope + EMG,GMinter_cwtMean,61,False,10,
Gyroscope + EMG,gyroy_specEntropy,62,False,10,
Gyroscope + EMG,PLinter_harmonicRatio,63,False,10,
Gyroscope + EMG,PLinter_psdAsymmetry,64,False,10,
Gyroscope + EMG,GMinter_medianFreq,65,False,10,
Gyroscope + EMG,PLinter_peakToPeak,66,False,10,
Gyroscope + EMG,PLinter_cwtMean,67,False,10,
Gyroscope + EMG,gyrox_sdVal,68,False,10,
Gyroscope + EMG,BFinter_psdAsymmetry,69,False,10,
Gyroscope + EMG,gyroy_sdVal,70,False,10,
Gyroscope + EMG,PLinter_domFreq,71,False,10,
Gyroscope + EMG,gyrox_medianFreq,72,False,10,
Gyroscope + EMG,MGinter_cwtMean,73,False,10,
Gyroscope + EMG,gyroy_domAmp,74,False,10,
Gyroscope + EMG,gyrox_domAmp,75,False,10,
Gyroscope + EMG,PLinter_minVal,76,False,10,
Gyroscope + EMG,BFinter_specEntropy,77,False,10,
Gyroscope + EMG,GMinter_logDetector,78,False,10,
Gyroscope + EMG,TAinter_domAmp,79,False,10,
Gyroscope + EMG,gyroy_meanFreq,80,False,10,
Gyroscope + EMG,RFinter_harmonicRatio,81,False,10,
Gyroscope + EMG,gyroy_mavVal,82,False,10,
Gyroscope + EMG,GMinter_peakToPeak,83,False,10,
Gyroscope + EMG,BFinter_harmonicRatio,84,False,10,
Gyroscope + EMG,gyroy_varVal,85,False,10,
Gyroscope + EMG,GMinter_emdEnergy,86,False,10,
Gyroscope + EMG,TAinter_waveformLength,87,False,10,
Gyroscope + EMG,RFinter_specEntropy,88,False,10,
Gyroscope + EMG,PLinter_emdEnergy,89,False,10,
Gyroscope + EMG,gyrox_minVal,90,False,10,
Gyroscope + EMG,gyrox_psdAsymmetry,91,False,10,
Gyroscope + EMG,gyrox_varVal,92,False,10,
Gyroscope + EMG,BFinter_domFreq,93,False,10,
Gyroscope + EMG,PLinter_specEntropy,94,False,10,
Gyroscope + EMG,TAinter_specEntropy,95,False,10,
Gyroscope + EMG,BFinter_peakToPeak,96,False,10,
Gyroscope + EMG,GMinter_maxVal,97,False,10,
Gyroscope + EMG,gyrox_psdMean,98,False,10,
Gyroscope + EMG,GMinter_psdMean,99,False,10,
Gyroscope + EMG,BFinter_varVal,100,False,10,
Gyroscope + EMG,PLinter_sdVal,101,False,10,
Gyroscope + EMG,TAinter_medianFreq,102,False,10,
Gyroscope + EMG,GMinter_meanPowerFreq,103,False,10,
Gyroscope + EMG,GMinter_varVal,104,False,10,
Gyroscope + EMG,gyroy_psdAsymmetry,105,False,10,
Gyroscope + EMG,BFinter_meanVal,106,False,10,
Gyroscope + EMG,BFinter_cwtMean,107,False,10,
Gyroscope + EMG,GMinter_sdVal,108,False,10,
Gyroscope + EMG,RFinter_peakToPeak,109,False,10,
Gyroscope + EMG,PLinter_meanFreq,110,False,10,
Gyroscope + EMG,gyrox_meanFreq,111,False,10,
Gyroscope + EMG,PLinter_dwtEnergy,112,False,10,
Gyroscope + EMG,MGinter_specEntropy,113,False,10,
Gyroscope + EMG,GMinter_rmsVal,114,False,10,
Gyroscope + EMG,RFinter_maxVal,115,False,10,
Gyroscope + EMG,MGinter_waveformLength,116,False,10,
Gyroscope + EMG,RFinter_domAmp,117,False,10,
Gyroscope + EMG,PLinter_rmsVal,118,False,10,
Gyroscope + EMG,RFinter_waveformLength,119,False,10,
Gyroscope + EMG,GMinter_specEntropy,120,False,10,
Gyroscope + EMG,GMinter_dwtEnergy,121,False,10,
Gyroscope + EMG,BFinter_domAmp,122,False,10,
Gyroscope + EMG,PLinter_medianFreq,123,False,10,
Gyroscope + EMG,BFinter_maxVal,124,False,10,
Gyroscope + EMG,TAinter_dwtEnergy,125,False,10,
Gyroscope + EMG,GMinter_mavVal,126,False,10,
Gyroscope + EMG,MGinter_varVal,127,False,10,
Gyroscope + EMG,TAinter_psdMean,128,False,10,
Gyroscope + EMG,TAinter_meanPowerFreq,129,False,10,
Gyroscope + EMG,gyroy_maxVal,130,False,10,
Gyroscope + EMG,MGinter_dwtEnergy,131,False,10,
Gyroscope + EMG,RFinter_cwtMean,132,False,10,
Gyroscope + EMG,BFinter_dwtEnergy,133,False,10,
Gyroscope + EMG,TAinter_sdVal,134,False,10,
Gyroscope + EMG,TAinter_domFreq,135,False,10,
Gyroscope + EMG,TAinter_meanFreq,136,False,10,
Gyroscope + EMG,PLinter_mavVal,137,False,10,
Gyroscope + EMG,MGinter_sdVal,138,False,10,
Gyroscope + EMG,TAinter_rmsVal,139,False,10,
Gyroscope + EMG,MGinter_rmsVal,140,False,10,
