sensor_combination,model,fold,n_train,n_test,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc
Gyroscope + Accelerometer,Gradient Boosting,3,48,12,0.5833333333333334,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.4000000000000001,0.5000000000000001,0.2906591794880899
Gyroscope + Accelerometer,Gradient Boosting,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Gyroscope + Accelerometer,Gradient Boosting,5,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + Accelerometer,XGBoost,1,48,12,0.75,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7157287157287158,0.764069264069264,0.6197116694007702
Gyroscope + Accelerometer,XGBoost,2,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + Accelerometer,XGBoost,3,48,12,0.75,0.6666666666666666,0.8055555555555555,0.6666666666666666,0.6746031746031745,0.7202380952380952,0.6047431568147635
Gyroscope + Accelerometer,XGBoost,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + Accelerometer,XGBoost,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Logistic Regression,1,48,12,0.75,0.7777777777777777,0.75,0.7777777777777777,0.7428571428571429,0.7571428571428571,0.6454972243679028
Gyroscope + EMG,Logistic Regression,2,48,12,0.75,0.6666666666666666,0.7857142857142857,0.6666666666666666,0.6648351648351648,0.7293956043956044,0.6086976429335179
Gyroscope + EMG,Logistic Regression,3,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,Logistic Regression,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Gyroscope + EMG,Logistic Regression,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Linear SVM,1,48,12,0.8333333333333334,0.8333333333333334,0.8055555555555555,0.8333333333333334,0.810966810966811,0.8354978354978355,0.7501772840114586
Gyroscope + EMG,Linear SVM,2,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Linear SVM,3,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,Linear SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Gyroscope + EMG,Linear SVM,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,RBF SVM,1,48,12,0.75,0.7777777777777777,0.75,0.7777777777777777,0.7428571428571429,0.7571428571428571,0.6454972243679028
Gyroscope + EMG,RBF SVM,2,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,RBF SVM,3,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,RBF SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
Gyroscope + EMG,RBF SVM,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,k-NN,1,48,12,0.9166666666666666,0.9444444444444445,0.9166666666666666,0.9444444444444445,0.9220779220779222,0.9188311688311687,0.8806428986221471
Gyroscope + EMG,k-NN,2,48,12,0.75,0.6666666666666666,0.7857142857142857,0.6666666666666666,0.6648351648351648,0.7293956043956044,0.6086976429335179
Gyroscope + EMG,k-NN,3,48,12,0.75,0.6666666666666666,0.6746031746031745,0.6666666666666666,0.6632478632478632,0.7282051282051283,0.5936657514041415
Gyroscope + EMG,k-NN,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,k-NN,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gyroscope + EMG,Gaussian Naive Bayes,1,48,12,0.5833333333333334,0.5555555555555555,0.47222222222222215,0.5555555555555555,0.5079365079365079,0.5476190476190476,0.337099931231621
Gyroscope + EMG,Gaussian Naive Bayes,2,48,12,0.5,0.3333333333333333,0.1818181818181818,0.3333333333333333,0.23529411764705885,0.35294117647058826,0.06741998624632421
Gyroscope + EMG,Gaussian Naive Bayes,3,48,12,0.6666666666666666,0.5555555555555555,0.7222222222222222,0.5555555555555555,0.5666666666666668,0.6250000000000001,0.45675013919556984
Gyroscope + EMG,Gaussian Naive Bayes,4,48,12,0.75,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.7000000000000001,0.7250000000000001,0.6228410989030498
Gyroscope + EMG,Gaussian Naive Bayes,5,48,12,0.5833333333333334,0.4444444444444444,0.5151515151515151,0.4444444444444444,0.40196078431372556,0.47794117647058826,0.337099931231621
Gyroscope + EMG,Random Forest,1,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gyroscope + EMG,Random Forest,2,48,12,0.8333333333333334,0.7777777777777777,0.8666666666666667,0.7777777777777777,0.75,0.8125,0.768273325346536
Gyroscope + EMG,Random Forest,3,48,12,0.75,0.6666666666666666,0.4857142857142857,0.6666666666666666,0.5576923076923077,0.6490384615384616,0.6425396041156863
Gyroscope + EMG,Random Forest,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Gyroscope + EMG,Random Forest,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gyroscope + EMG,Extra Trees,1,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Extra Trees,2,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Extra Trees,3,48,12,0.5833333333333334,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.4000000000000001,0.5000000000000001,0.2906591794880899
Gyroscope + EMG,Extra Trees,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Gyroscope + EMG,Extra Trees,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Gyroscope + EMG,Gradient Boosting,1,48,12,0.8333333333333334,0.7777777777777777,0.8412698412698413,0.7777777777777777,0.7965811965811967,0.8282051282051283,0.7333518105580571
Gyroscope + EMG,Gradient Boosting,2,48,12,0.75,0.6666666666666666,0.4857142857142857,0.6666666666666666,0.5576923076923077,0.6490384615384616,0.6425396041156863
Gyroscope + EMG,Gradient Boosting,3,48,12,0.5833333333333334,0.4444444444444444,0.3611111111111111,0.4444444444444444,0.3968253968253968,0.5119047619047619,0.30237157840738177
Gyroscope + EMG,Gradient Boosting,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
Gyroscope + EMG,Gradient Boosting,5,48,12,0.8333333333333334,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.75,0.8125,0.768273325346536
Gyroscope + EMG,XGBoost,1,48,12,0.9166666666666666,0.9444444444444445,0.9166666666666666,0.9444444444444445,0.9220779220779222,0.9188311688311687,0.8806428986221471
Gyroscope + EMG,XGBoost,2,48,12,0.75,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.6666666666666666,0.6708203932499369
Gyroscope + EMG,XGBoost,3,48,12,0.8333333333333334,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.75,0.8125,0.768273325346536
Gyroscope + EMG,XGBoost,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Gyroscope + EMG,XGBoost,5,48,12,0.8333333333333334,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.8333333333333334,0.7333333333333333
Accelerometer + EMG,Logistic Regression,1,48,12,0.75,0.7777777777777777,0.75,0.7777777777777777,0.7428571428571429,0.7571428571428571,0.6454972243679028
Accelerometer + EMG,Logistic Regression,2,48,12,0.75,0.6666666666666666,0.8055555555555555,0.6666666666666666,0.6746031746031745,0.7202380952380952,0.6047431568147635
Accelerometer + EMG,Logistic Regression,3,48,12,0.75,0.6666666666666666,0.6746031746031745,0.6666666666666666,0.6632478632478632,0.7282051282051283,0.5936657514041415
Accelerometer + EMG,Logistic Regression,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Accelerometer + EMG,Logistic Regression,5,48,12,0.8333333333333334,0.7777777777777777,0.8412698412698413,0.7777777777777777,0.7965811965811967,0.8282051282051283,0.7333518105580571
Accelerometer + EMG,Linear SVM,1,48,12,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8333333333333334,0.8196969696969697,0.8420454545454547,0.7666666666666667
Accelerometer + EMG,Linear SVM,2,48,12,0.6666666666666666,0.611111111111111,0.611111111111111,0.611111111111111,0.611111111111111,0.6666666666666666,0.4666666666666667
Accelerometer + EMG,Linear SVM,3,48,12,0.8333333333333334,0.7777777777777777,0.8690476190476191,0.7777777777777777,0.76007326007326,0.8008241758241758,0.7519206177414045
Accelerometer + EMG,Linear SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Accelerometer + EMG,Linear SVM,5,48,12,0.9166666666666666,0.8888888888888888,0.9523809523809524,0.8888888888888888,0.9076923076923077,0.9115384615384615,0.8730378697119727
Accelerometer + EMG,RBF SVM,1,48,12,0.6666666666666666,0.6666666666666666,0.6444444444444444,0.6666666666666666,0.6277777777777778,0.6708333333333334,0.5218624584427538
Accelerometer + EMG,RBF SVM,2,48,12,0.5833333333333334,0.5,0.5277777777777778,0.5,0.5063492063492063,0.5880952380952381,0.337099931231621
Accelerometer + EMG,RBF SVM,3,48,12,0.6666666666666666,0.5555555555555555,0.4166666666666667,0.5555555555555555,0.4761904761904761,0.5714285714285714,0.4743416490252569
Accelerometer + EMG,RBF SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
Accelerometer + EMG,RBF SVM,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Accelerometer + EMG,k-NN,1,48,12,0.8333333333333334,0.8333333333333334,0.8055555555555555,0.8333333333333334,0.810966810966811,0.8354978354978355,0.7501772840114586
Accelerometer + EMG,k-NN,2,48,12,0.6666666666666666,0.5555555555555555,0.5833333333333334,0.5555555555555555,0.5523809523809523,0.6285714285714286,0.4472135954999579
Accelerometer + EMG,k-NN,3,48,12,0.6666666666666666,0.5555555555555555,0.5833333333333334,0.5555555555555555,0.5523809523809523,0.6285714285714286,0.4472135954999579
Accelerometer + EMG,k-NN,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Accelerometer + EMG,k-NN,5,48,12,0.9166666666666666,0.8888888888888888,0.9523809523809524,0.8888888888888888,0.9076923076923077,0.9115384615384615,0.8730378697119727
Accelerometer + EMG,Gaussian Naive Bayes,1,48,12,0.5833333333333334,0.5,0.4305555555555555,0.5,0.4603174603174603,0.5238095238095238,0.30237157840738177
Accelerometer + EMG,Gaussian Naive Bayes,2,48,12,0.5,0.3333333333333333,0.1818181818181818,0.3333333333333333,0.23529411764705885,0.35294117647058826,0.06741998624632421
Accelerometer + EMG,Gaussian Naive Bayes,3,48,12,0.5833333333333334,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.37777777777777777,0.4833333333333334,0.3012320380383547
Accelerometer + EMG,Gaussian Naive Bayes,4,48,12,0.6666666666666666,0.5555555555555555,0.8666666666666667,0.5555555555555555,0.5833333333333334,0.625,0.4879500364742666
Accelerometer + EMG,Gaussian Naive Bayes,5,48,12,0.5833333333333334,0.4444444444444444,0.5151515151515151,0.4444444444444444,0.40196078431372556,0.47794117647058826,0.337099931231621
Accelerometer + EMG,Random Forest,1,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
Accelerometer + EMG,Random Forest,2,48,12,0.75,0.6666666666666666,0.8055555555555555,0.6666666666666666,0.6746031746031745,0.7202380952380952,0.6047431568147635
Accelerometer + EMG,Random Forest,3,48,12,0.5833333333333334,0.4444444444444444,0.3666666666666667,0.4444444444444444,0.3833333333333333,0.47500000000000003,0.3
Accelerometer + EMG,Random Forest,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Accelerometer + EMG,Random Forest,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Accelerometer + EMG,Extra Trees,1,48,12,0.8333333333333334,0.7777777777777777,0.8412698412698413,0.7777777777777777,0.7965811965811965,0.8282051282051283,0.7333518105580571
Accelerometer + EMG,Extra Trees,2,48,12,0.6666666666666666,0.5555555555555555,0.4166666666666667,0.5555555555555555,0.4761904761904761,0.5714285714285714,0.4743416490252569
Accelerometer + EMG,Extra Trees,3,48,12,0.5833333333333334,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.4000000000000001,0.5000000000000001,0.2906591794880899
Accelerometer + EMG,Extra Trees,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
Accelerometer + EMG,Extra Trees,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Accelerometer + EMG,Gradient Boosting,1,48,12,0.5833333333333334,0.5555555555555555,0.5722222222222223,0.5555555555555555,0.5598845598845599,0.6017316017316017,0.35878044017939326
Accelerometer + EMG,Gradient Boosting,2,48,12,0.6666666666666666,0.6111111111111112,0.7444444444444445,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.48890120703870477
Accelerometer + EMG,Gradient Boosting,3,48,12,0.5833333333333334,0.4444444444444444,0.3666666666666667,0.4444444444444444,0.3833333333333333,0.47500000000000003,0.3
Accelerometer + EMG,Gradient Boosting,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
Accelerometer + EMG,Gradient Boosting,5,48,12,0.5,0.3888888888888889,0.34920634920634924,0.3888888888888889,0.36752136752136755,0.467948717948718,0.17460757394239457
Accelerometer + EMG,XGBoost,1,48,12,0.5833333333333334,0.611111111111111,0.6666666666666666,0.611111111111111,0.5925925925925926,0.611111111111111,0.43333333333333335
Accelerometer + EMG,XGBoost,2,48,12,0.75,0.6666666666666666,0.8055555555555555,0.6666666666666666,0.6746031746031745,0.7202380952380952,0.6047431568147635
Accelerometer + EMG,XGBoost,3,48,12,0.5833333333333334,0.4444444444444444,0.3666666666666667,0.4444444444444444,0.3833333333333333,0.47500000000000003,0.3
Accelerometer + EMG,XGBoost,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
Accelerometer + EMG,XGBoost,5,48,12,0.75,0.6666666666666666,0.6746031746031745,0.6666666666666666,0.6632478632478632,0.7282051282051283,0.5936657514041415
All sensors,Logistic Regression,1,48,12,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.5666666666666667
All sensors,Logistic Regression,2,48,12,0.75,0.6666666666666666,0.6746031746031745,0.6666666666666666,0.6632478632478632,0.7282051282051283,0.5936657514041415
All sensors,Logistic Regression,3,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
All sensors,Logistic Regression,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
All sensors,Logistic Regression,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,Linear SVM,1,48,12,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.5666666666666667
All sensors,Linear SVM,2,48,12,0.75,0.6666666666666666,0.6746031746031745,0.6666666666666666,0.6632478632478632,0.7282051282051283,0.5936657514041415
All sensors,Linear SVM,3,48,12,0.6666666666666666,0.5555555555555555,0.5634920634920635,0.5555555555555555,0.5521367521367522,0.6448717948717949,0.45397969225022583
All sensors,Linear SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
All sensors,Linear SVM,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,RBF SVM,1,48,12,0.75,0.7777777777777777,0.8333333333333334,0.7777777777777777,0.7555555555555555,0.7666666666666667,0.674199862463242
All sensors,RBF SVM,2,48,12,0.6666666666666666,0.5555555555555555,0.5634920634920635,0.5555555555555555,0.5521367521367522,0.6448717948717949,0.45397969225022583
All sensors,RBF SVM,3,48,12,0.6666666666666666,0.5555555555555555,0.4523809523809524,0.5555555555555555,0.4981684981684982,0.6043956043956044,0.4654746681256314
All sensors,RBF SVM,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
All sensors,RBF SVM,5,48,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
All sensors,k-NN,1,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,k-NN,2,48,12,0.8333333333333334,0.7777777777777777,0.9166666666666666,0.7777777777777777,0.8190476190476191,0.8285714285714286,0.7453559924999299
All sensors,k-NN,3,48,12,0.6666666666666666,0.5555555555555555,0.5634920634920635,0.5555555555555555,0.5521367521367522,0.6448717948717949,0.45397969225022583
All sensors,k-NN,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
All sensors,k-NN,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,Gaussian Naive Bayes,1,48,12,0.6666666666666666,0.6111111111111112,0.48809523809523814,0.6111111111111112,0.5421245421245421,0.5989010989010989,0.4654746681256314
All sensors,Gaussian Naive Bayes,2,48,12,0.5833333333333334,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.4000000000000001,0.5000000000000001,0.2906591794880899
All sensors,Gaussian Naive Bayes,3,48,12,0.5833333333333334,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.37777777777777777,0.4833333333333334,0.3012320380383547
All sensors,Gaussian Naive Bayes,4,48,12,0.75,0.6666666666666666,0.8055555555555555,0.6666666666666666,0.6746031746031745,0.7202380952380952,0.6047431568147635
All sensors,Gaussian Naive Bayes,5,48,12,0.75,0.6666666666666666,0.5555555555555555,0.6666666666666666,0.6,0.65,0.6454972243679029
All sensors,Random Forest,1,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,Random Forest,2,48,12,0.8333333333333334,0.7777777777777777,0.8666666666666667,0.7777777777777777,0.75,0.8125,0.768273325346536
All sensors,Random Forest,3,48,12,0.5833333333333334,0.4444444444444444,0.4166666666666667,0.4444444444444444,0.41904761904761906,0.5285714285714286,0.29814239699997197
All sensors,Random Forest,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
All sensors,Random Forest,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,Extra Trees,1,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142858,0.9142857142857143,0.8764598212022147
All sensors,Extra Trees,2,48,12,0.8333333333333334,0.7777777777777777,0.8412698412698413,0.7777777777777777,0.7965811965811965,0.8282051282051283,0.7333518105580571
All sensors,Extra Trees,3,48,12,0.5,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.4000000000000001,0.12456821978060996
All sensors,Extra Trees,4,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
All sensors,Extra Trees,5,48,12,0.9166666666666666,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9142857142857143,0.8764598212022147
All sensors,Gradient Boosting,1,48,12,0.8333333333333334,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.8333333333333334,0.7333333333333333
All sensors,Gradient Boosting,2,48,12,0.75,0.6666666666666666,0.4857142857142857,0.6666666666666666,0.5576923076923077,0.6490384615384616,0.6425396041156863
All sensors,Gradient Boosting,3,48,12,0.6666666666666666,0.5555555555555555,0.47222222222222215,0.5555555555555555,0.5079365079365079,0.5952380952380952,0.4535573676110727
All sensors,Gradient Boosting,4,48,12,0.6666666666666666,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6666666666666666,0.4666666666666667
All sensors,Gradient Boosting,5,48,12,0.8333333333333334,0.7777777777777778,0.8666666666666667,0.7777777777777778,0.75,0.8125,0.768273325346536
All sensors,XGBoost,1,48,12,0.75,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7157287157287158,0.764069264069264,0.6197116694007702
All sensors,XGBoost,2,48,12,0.75,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.6666666666666666,0.6708203932499369
All sensors,XGBoost,3,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
All sensors,XGBoost,4,48,12,0.6666666666666666,0.5555555555555555,0.4666666666666666,0.5555555555555555,0.5,0.625,0.48890120703870477
All sensors,XGBoost,5,48,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.7428571428571429,0.6067798762169179
