source,n_features,feature,rfe_rank,selected_model_abs_coefficient_mean
Gyroscope + EMG,189,PLinter_minVal,1,0.09473032800084942
Gyroscope + EMG,189,gyroy_specEntropy,1,0.09272992657214742
Gyroscope + EMG,189,gyroy_sdVal,1,0.0911080954255802
Gyroscope + EMG,189,PLinter_maxVal,1,0.0905564720840517
Gyroscope + EMG,189,gyroy_rmsVal,1,0.08946641684266948
Gyroscope + EMG,189,gyrox_sdVal,1,0.0889995473118421
Gyroscope + EMG,189,PLinter_peakToPeak,1,0.08764335465285762
Gyroscope + EMG,189,gyroy_varVal,1,0.08699446147688907
Gyroscope + EMG,189,BFinter_harmonicRatio,1,0.08526329869046119
Gyroscope + EMG,189,TAinter_domAmp,1,0.0813663098377168
Gyroscope + EMG,189,gyrox_minVal,1,0.07889651212648797
Gyroscope + EMG,189,PLinter_varVal,1,0.07845257353333503
Gyroscope + EMG,189,PLinter_psdAsymmetry,1,0.07739197149870918
Gyroscope + EMG,189,gyrox_psdAsymmetry,1,0.07651835439990654
Gyroscope + EMG,189,TAinter_waveformLength,1,0.07615955455685859
Gyroscope + EMG,189,gyrox_domAmp,1,0.07607687710292181
Gyroscope + EMG,189,gyroy_meanFreq,1,0.07434556937494063
Gyroscope + EMG,189,RFinter_specEntropy,1,0.07288340149812585
Gyroscope + EMG,189,PLinter_psdMean,1,0.07270886162733894
Gyroscope + EMG,189,PLinter_meanPowerFreq,1,0.07270886162733894
Gyroscope + EMG,189,gyroy_mavVal,1,0.06989690044641643
Gyroscope + EMG,189,BFinter_mavVal,1,0.06933281479242542
Gyroscope + EMG,189,PLinter_specEntropy,1,0.06891677419972507
Gyroscope + EMG,189,TAinter_specEntropy,1,0.06730840276799975
Gyroscope + EMG,189,TAinter_medianFreq,1,0.06383606755105849
Gyroscope + EMG,189,BFinter_domFreq,1,0.061976614535523035
Gyroscope + EMG,189,BFinter_varVal,1,0.06038337054205647
Gyroscope + EMG,189,GMinter_emdEnergy,1,0.05934371671079149
Gyroscope + EMG,189,gyrox_varVal,1,0.05897039031784606
Gyroscope + EMG,189,GMinter_cwtMean,1,0.05874860463320148
Gyroscope + EMG,189,GMinter_peakToPeak,1,0.05855722619746471
Gyroscope + EMG,189,gyrox_psdMean,1,0.05678999298620202
Gyroscope + EMG,189,GMinter_logDetector,1,0.05513888945477752
Gyroscope + EMG,189,PLinter_cwtMean,1,0.0543105904486041
Gyroscope + EMG,189,RFinter_harmonicRatio,1,0.05409300543056334
Gyroscope + EMG,189,gyroy_psdAsymmetry,1,0.0536613431828022
Gyroscope + EMG,189,MGinter_cwtMean,1,0.05304284947265795
Gyroscope + EMG,189,PLinter_emdEnergy,1,0.052706659131518896
Gyroscope + EMG,189,BFinter_cwtMean,1,0.05203234457472386
Gyroscope + EMG,189,GMinter_maxVal,1,0.052011032844165084
Gyroscope + EMG,189,PLinter_meanFreq,1,0.051444737149134584
Gyroscope + EMG,189,BFinter_peakToPeak,1,0.05076161886491894
Gyroscope + EMG,189,GMinter_specEntropy,1,0.0495781421149166
Gyroscope + EMG,189,MGinter_specEntropy,1,0.048901972665269
Gyroscope + EMG,189,PLinter_sdVal,1,0.04867854415080497
Gyroscope + EMG,189,gyrox_meanFreq,1,0.04859859027403513
Gyroscope + EMG,189,RFinter_peakToPeak,1,0.04820205594870103
Gyroscope + EMG,189,GMinter_sdVal,1,0.04714146770793548
Gyroscope + EMG,189,RFinter_waveformLength,1,0.047091156921852145
Gyroscope + EMG,189,MGinter_waveformLength,1,0.04566783276534736
Gyroscope + EMG,189,GMinter_varVal,1,0.045608660312054995
Gyroscope + EMG,189,PLinter_dwtEnergy,1,0.04479566924353882
Gyroscope + EMG,189,GMinter_psdMean,1,0.044711065383543386
Gyroscope + EMG,189,GMinter_meanPowerFreq,1,0.044711065383543386
Gyroscope + EMG,189,PLinter_medianFreq,1,0.044331902052705645
Gyroscope + EMG,189,GMinter_rmsVal,1,0.04400146911651521
Gyroscope + EMG,189,RFinter_domAmp,1,0.04392499558229527
Gyroscope + EMG,189,BFinter_meanVal,1,0.043737823501428665
Gyroscope + EMG,189,RFinter_maxVal,1,0.04280771985802249
Gyroscope + EMG,189,GMinter_mavVal,1,0.04085345740928187
Gyroscope + EMG,189,PLinter_rmsVal,1,0.040746905334590224
Gyroscope + EMG,189,BFinter_domAmp,1,0.040152585427939175
Gyroscope + EMG,189,TAinter_dwtEnergy,1,0.0378194488236021
Gyroscope + EMG,189,GMinter_dwtEnergy,1,0.037290682732188364
Gyroscope + EMG,189,BFinter_maxVal,1,0.037117086879916994
Gyroscope + EMG,189,MGinter_varVal,1,0.03706498187427982
Gyroscope + EMG,189,RFinter_cwtMean,1,0.03388669457191739
Gyroscope + EMG,189,gyroy_maxVal,1,0.033597164256998935
Gyroscope + EMG,189,MGinter_sdVal,1,0.03291966414781536
Gyroscope + EMG,189,TAinter_psdMean,1,0.03261481220821037
Gyroscope + EMG,189,TAinter_meanPowerFreq,1,0.03261481220821037
Gyroscope + EMG,189,TAinter_meanFreq,1,0.03239037172064843
Gyroscope + EMG,189,MGinter_dwtEnergy,1,0.032137789256024195
Gyroscope + EMG,189,TAinter_domFreq,1,0.03178319796117685
Gyroscope + EMG,189,BFinter_dwtEnergy,1,0.031087837532303073
Gyroscope + EMG,189,MGinter_rmsVal,1,0.03048403784969234
Gyroscope + EMG,189,PLinter_mavVal,1,0.029182844047431017
Gyroscope + EMG,189,TAinter_sdVal,1,0.02803584186772569
Gyroscope + EMG,189,PLinter_meanVal,1,0.027628152648668247
Gyroscope + EMG,189,MGinter_mavVal,1,0.02750136587902055
Gyroscope + EMG,189,TAinter_rmsVal,1,0.026482076264166102
Gyroscope + EMG,189,MGinter_psdMean,1,0.026405522188863315
Gyroscope + EMG,189,MGinter_meanPowerFreq,1,0.026405522188863315
Gyroscope + EMG,189,TAinter_mavVal,1,0.025464328666449557
Gyroscope + EMG,189,MGinter_meanVal,1,0.025194506236190257
Gyroscope + EMG,189,TAinter_emdEnergy,1,0.02350348164547672
Gyroscope + EMG,189,TAinter_peakToPeak,1,0.02298238448335624
Gyroscope + EMG,189,RFinter_varVal,1,0.022744772845251646
Gyroscope + EMG,189,BFinter_sdVal,1,0.02264497820435712
Gyroscope + EMG,189,RFinter_logDetector,1,0.020719583932879246
Gyroscope + EMG,189,GMinter_domAmp,1,0.019930069553432937
Gyroscope + EMG,189,BFinter_medianFreq,1,0.019442141712537508
Gyroscope + EMG,189,MGinter_domAmp,1,0.019400330394987054
Gyroscope + EMG,189,MGinter_peakToPeak,1,0.01888827121145106
Gyroscope + EMG,189,TAinter_cwtMean,1,0.018590040543225304
Gyroscope + EMG,189,PLinter_waveformLength,1,0.01831634754606393
Gyroscope + EMG,189,RFinter_emdEnergy,1,0.01776252589949709
Gyroscope + EMG,189,PLinter_logDetector,1,0.01721885581568811
Gyroscope + EMG,189,MGinter_emdEnergy,1,0.01662939502436801
Gyroscope + EMG,189,BFinter_psdMean,1,0.016599426207967876
Gyroscope + EMG,189,BFinter_meanPowerFreq,1,0.016599426207967876
Gyroscope + EMG,189,TAinter_varVal,1,0.01566413298652562
Gyroscope + EMG,189,GMinter_waveformLength,1,0.015421671159353528
Gyroscope + EMG,189,TAinter_meanVal,1,0.015332693845886905
Gyroscope + EMG,189,RFinter_sdVal,1,0.015106515287166854
Gyroscope + EMG,189,TAinter_logDetector,1,0.014567626866753088
Gyroscope + EMG,189,GMinter_meanVal,1,0.013366730251999975
Gyroscope + EMG,189,RFinter_mavVal,1,0.013083525396773196
Gyroscope + EMG,189,RFinter_meanVal,1,0.012372423020049395
Gyroscope + EMG,189,RFinter_rmsVal,1,0.01214832904205018
Gyroscope + EMG,189,MGinter_logDetector,1,0.012128639604425048
Gyroscope + EMG,189,BFinter_emdEnergy,1,0.007442620218262422
Gyroscope + EMG,189,RFinter_psdMean,1,0.00723222087041783
Gyroscope + EMG,189,RFinter_meanPowerFreq,1,0.00723222087041783
Gyroscope + EMG,189,BFinter_rmsVal,1,0.00676467406063191
Gyroscope + EMG,189,TAinter_maxVal,1,0.006127112002592468
Gyroscope + EMG,189,MGinter_maxVal,1,0.005950035601265475
Gyroscope + EMG,189,PLinter_domAmp,1,0.004963757389508256
Gyroscope + EMG,189,RFinter_dwtEnergy,1,0.004756780647876365
